district,campus,order,articulated_avg,unarticulated_avg
Feather River Community College District,UCSB,2,0.62,0.0
Feather River Community College District,UCSB,3,0.11,0.0
Feather River Community College District,UCSB,4,0.02,0.0
Feather River Community College District,UCLA,1,4.0,2.0
Feather River Community College District,UCLA,2,0.62,2.0
Feather River Community College District,UCLA,3,0.11,2.0
Feather River Community College District,UCLA,4,0.02,2.0
Feather River Community College District,UCB,1,4.0,0.0
Feather River Community College District,UCB,2,0.62,0.0
Feather River Community College District,UCB,3,0.11,0.0
Feather River Community College District,UCB,4,0.02,0.0
Feather River Community College District,UCSC,1,3.0,0.0
Feather River Community College District,UCSC,2,0.25,0.0
Feather River Community College District,UCSC,3,0.0,0.0
Feather River Community College District,UCSC,4,0.0,0.0
Feather River Community College District,UCI,1,4.0,0.0
Feather River Community College District,UCI,2,0.62,0.0
Feather River Community College District,UCI,3,0.11,0.0
Feather River Community College District,UCI,4,0.02,0.0
Feather River Community College District,UCR,1,1.0,0.0
Feather River Community College District,UCR,2,0.0,0.0
Feather River Community College District,UCR,3,0.0,0.0
Feather River Community College District,UCR,4,0.0,0.0
Foothill-De Anza Community College District,UCD,1,4.0,0.0
Foothill-De Anza Community College District,UCD,2,1.0,0.0
Foothill-De Anza Community College District,UCD,3,0.39,0.0
Foothill-De Anza Community College District,UCD,4,0.14,0.0
Foothill-De Anza Community College District,UCM,1,6.0,0.0
Foothill-De Anza Community College District,UCM,2,3.0,0.0
Foothill-De Anza Community College District,UCM,3,2.39,0.0
Foothill-De Anza Community College District,UCM,4,2.11,0.0
Foothill-De Anza Community College District,UCSD,1,4.0,0.0
Foothill-De Anza Community College District,UCSD,2,1.75,0.0
Foothill-De Anza Community College District,UCSD,3,1.5,0.0
Foothill-De Anza Community College District,UCSD,4,1.34,0.0
Foothill-De Anza Community College District,UCSB,1,3.0,0.0
Foothill-De Anza Community College District,UCSB,2,0.88,0.0
Foothill-De Anza Community College District,UCSB,3,0.64,0.0
Foothill-De Anza Community College District,UCSB,4,0.43,0.0
Foothill-De Anza Community College District,UCLA,1,5.0,2.0
Foothill-De Anza Community College District,UCLA,2,1.88,2.0
Foothill-De Anza Community College District,UCLA,3,1.07,2.0
Foothill-De Anza Community College District,UCLA,4,0.57,2.0
Foothill-De Anza Community College District,UCB,1,4.0,0.0
Foothill-De Anza Community College District,UCB,2,1.0,0.0
Foothill-De Anza Community College District,UCB,3,0.39,0.0
Foothill-De Anza Community College District,UCB,4,0.14,0.0
Foothill-De Anza Community College District,UCSC,1,3.0,0.0
Foothill-De Anza Community College District,UCSC,2,0.25,0.0
Foothill-De Anza Community College District,UCSC,3,0.0,0.0
Foothill-De Anza Community College District,UCSC,4,0.0,0.0
Foothill-De Anza Community College District,UCI,1,4.0,0.0
Foothill-De Anza Community College District,UCI,2,0.75,0.0
Foothill-De Anza Community College District,UCI,3,0.21,0.0
Foothill-De Anza Community College District,UCI,4,0.07,0.0
Foothill-De Anza Community College District,UCR,1,1.0,0.0
Foothill-De Anza Community College District,UCR,2,0.25,0.0
Foothill-De Anza Community College District,UCR,3,0.18,0.0
Foothill-De Anza Community College District,UCR,4,0.07,0.0
Gavilan Community College District,UCD,1,4.0,0.0
Gavilan Community College District,UCD,2,0.75,0.0
Gavilan Community College District,UCD,3,0.14,0.0
Gavilan Community College District,UCD,4,0.02,0.0
Gavilan Community College District,UCM,1,5.0,0.0
Gavilan Community College District,UCM,2,2.38,0.0
Gavilan Community College District,UCM,3,2.04,0.0
Gavilan Community College District,UCM,4,2.0,0.0
Gavilan Community College District,UCSD,1,5.0,0.0
Gavilan Community College District,UCSD,2,1.75,0.0
Gavilan Community College District,UCSD,3,1.14,0.0
Gavilan Community College District,UCSD,4,1.02,0.0
Gavilan Community College District,UCSB,1,3.0,0.0
Gavilan Community College District,UCSB,2,0.5,0.0
Gavilan Community College District,UCSB,3,0.11,0.0
Gavilan Community College District,UCSB,4,0.02,0.0
Gavilan Community College District,UCLA,1,4.0,2.0
Gavilan Community College District,UCLA,2,0.75,2.0
Gavilan Community College District,UCLA,3,0.14,2.0
Gavilan Community College District,UCLA,4,0.02,2.0
Gavilan Community College District,UCB,1,4.0,0.0
Gavilan Community College District,UCB,2,0.75,0.0
Gavilan Community College District,UCB,3,0.14,0.0
Gavilan Community College District,UCB,4,0.02,0.0
Gavilan Community College District,UCSC,1,3.0,0.0
Gavilan Community College District,UCSC,2,0.25,0.0
Gavilan Community College District,UCSC,3,0.0,0.0
Gavilan Community College District,UCSC,4,0.0,0.0
Gavilan Community College District,UCI,1,4.0,0.0
Gavilan Community College District,UCI,2,0.75,0.0
Gavilan Community College District,UCI,3,0.14,0.0
Gavilan Community College District,UCI,4,0.02,0.0
Gavilan Community College District,UCR,1,1.0,0.0
Gavilan Community College District,UCR,2,0.12,0.0
Gavilan Community College District,UCR,3,0.04,0.0
Gavilan Community College District,UCR,4,0.0,0.0
Glendale Community College District,UCD,1,3.0,0.0
Glendale Community College District,UCD,2,0.75,0.0
Glendale Community College District,UCD,3,0.43,0.0
Glendale Community College District,UCD,4,0.25,0.0
Glendale Community College District,UCM,1,5.0,0.0
Glendale Community College District,UCM,2,2.38,0.0
Glendale Community College District,UCM,3,2.04,0.0
Glendale Community College District,UCM,4,1.96,0.0
Glendale Community College District,UCSD,1,4.0,0.0
Glendale Community College District,UCSD,2,0.88,0.0
Glendale Community College District,UCSD,3,0.21,0.0
Glendale Community College District,UCSD,4,0.04,0.0
Glendale Community College District,UCSB,1,3.0,0.0
Glendale Community College District,UCSB,2,0.5,0.0
Glendale Community College District,UCSB,3,0.21,0.0
Glendale Community College District,UCSB,4,0.12,0.0
Glendale Community College District,UCLA,1,4.0,2.0
Glendale Community College District,UCLA,2,1.0,2.0
Glendale Community College District,UCLA,3,0.39,2.0
Glendale Community College District,UCLA,4,0.14,2.0
Glendale Community College District,UCB,1,4.0,0.0
Glendale Community College District,UCB,2,0.88,0.0
Glendale Community College District,UCB,3,0.21,0.0
Glendale Community College District,UCB,4,0.04,0.0
Glendale Community College District,UCSC,1,3.0,0.0
Glendale Community College District,UCSC,2,0.25,0.0
Glendale Community College District,UCSC,3,0.07,0.0
Glendale Community College District,UCSC,4,0.05,0.0
Glendale Community College District,UCI,1,4.0,0.0
Glendale Community College District,UCI,2,0.88,0.0
Glendale Community College District,UCI,3,0.32,0.0
Glendale Community College District,UCI,4,0.11,0.0
Glendale Community College District,UCR,1,1.0,0.0
Glendale Community College District,UCR,2,0.25,0.0
Glendale Community College District,UCR,3,0.18,0.0
Glendale Community College District,UCR,4,0.09,0.0
Grossmont-Cuyamaca Community College District,UCD,1,4.0,0.0
Grossmont-Cuyamaca Community College District,UCD,2,1.38,0.0
Grossmont-Cuyamaca Community College District,UCD,3,1.04,0.0
Grossmont-Cuyamaca Community College District,UCD,4,1.0,0.0
Grossmont-Cuyamaca Community College District,UCM,1,5.0,0.0
Grossmont-Cuyamaca Community College District,UCM,2,2.38,0.0
Grossmont-Cuyamaca Community College District,UCM,3,2.04,0.0
Grossmont-Cuyamaca Community College District,UCM,4,2.0,0.0
Grossmont-Cuyamaca Community College District,UCSD,1,5.0,0.0
Grossmont-Cuyamaca Community College District,UCSD,2,1.88,0.0
Grossmont-Cuyamaca Community College District,UCSD,3,1.25,0.0
Grossmont-Cuyamaca Community College District,UCSD,4,1.07,0.0
Grossmont-Cuyamaca Community College District,UCSB,1,3.0,0.0
Grossmont-Cuyamaca Community College District,UCSB,2,0.62,0.0
Grossmont-Cuyamaca Community College District,UCSB,3,0.21,0.0
Grossmont-Cuyamaca Community College District,UCSB,4,0.07,0.0
Grossmont-Cuyamaca Community College District,UCLA,1,4.0,2.0
Grossmont-Cuyamaca Community College District,UCLA,2,0.88,2.0
Grossmont-Cuyamaca Community College District,UCLA,3,0.25,2.0
Grossmont-Cuyamaca Community College District,UCLA,4,0.07,2.0
Grossmont-Cuyamaca Community College District,UCB,1,4.0,0.0
Grossmont-Cuyamaca Community College District,UCB,2,0.88,0.0
Grossmont-Cuyamaca Community College District,UCB,3,0.25,0.0
Grossmont-Cuyamaca Community College District,UCB,4,0.07,0.0
Grossmont-Cuyamaca Community College District,UCSC,1,3.0,0.0
Grossmont-Cuyamaca Community College District,UCSC,2,0.25,0.0
Grossmont-Cuyamaca Community College District,UCSC,3,0.0,0.0
Grossmont-Cuyamaca Community College District,UCSC,4,0.0,0.0
Grossmont-Cuyamaca Community College District,UCI,1,4.0,0.0
Grossmont-Cuyamaca Community College District,UCI,2,0.88,0.0
Grossmont-Cuyamaca Community College District,UCI,3,0.25,0.0
Grossmont-Cuyamaca Community College District,UCI,4,0.07,0.0
Grossmont-Cuyamaca Community College District,UCR,1,1.0,0.0
Grossmont-Cuyamaca Community College District,UCR,2,0.12,0.0
Grossmont-Cuyamaca Community College District,UCR,3,0.04,0.0
Grossmont-Cuyamaca Community College District,UCR,4,0.0,0.0
Hartnell Community College District,UCD,1,4.0,0.0
Hartnell Community College District,UCD,2,1.0,0.0
Hartnell Community College District,UCD,3,0.32,0.0
Hartnell Community College District,UCD,4,0.09,0.0
Hartnell Community College District,UCM,1,5.0,0.0
Hartnell Community College District,UCM,2,2.5,0.0
Hartnell Community College District,UCM,3,2.11,0.0
Hartnell Community College District,UCM,4,2.02,0.0
Hartnell Community College District,UCSD,1,3.0,0.0
Hartnell Community College District,UCSD,2,0.5,0.0
Hartnell Community College District,UCSD,3,0.11,0.0
Hartnell Community College District,UCSD,4,0.02,0.0
Hartnell Community College District,UCSB,1,3.0,0.0
Hartnell Community College District,UCSB,2,0.62,0.0
Hartnell Community College District,UCSB,3,0.21,0.0
Hartnell Community College District,UCSB,4,0.07,0.0
Hartnell Community College District,UCLA,1,4.0,2.0
Hartnell Community College District,UCLA,2,1.0,2.0
Hartnell Community College District,UCLA,3,0.32,2.0
Hartnell Community College District,UCLA,4,0.09,2.0
Hartnell Community College District,UCB,1,3.0,0.0
Hartnell Community College District,UCB,2,0.62,0.0
Hartnell Community College District,UCB,3,0.21,0.0
Hartnell Community College District,UCB,4,0.07,0.0
Hartnell Community College District,UCSC,1,3.0,0.0
Hartnell Community College District,UCSC,2,0.25,0.0
Hartnell Community College District,UCSC,3,0.0,0.0
Hartnell Community College District,UCSC,4,0.0,0.0
Hartnell Community College District,UCI,1,4.0,0.0
Hartnell Community College District,UCI,2,1.0,0.0
Hartnell Community College District,UCI,3,0.32,0.0
Hartnell Community College District,UCI,4,0.09,0.0
Hartnell Community College District,UCR,1,1.0,0.0
Hartnell Community College District,UCR,2,0.25,0.0
Hartnell Community College District,UCR,3,0.11,0.0
Hartnell Community College District,UCR,4,0.02,0.0
Imperial Community College District,UCD,1,4.0,0.0
Imperial Community College District,UCD,2,1.0,0.0
Imperial Community College District,UCD,3,0.36,0.0
Imperial Community College District,UCD,4,0.14,0.0
Imperial Community College District,UCM,1,5.0,0.0
Imperial Community College District,UCM,2,2.5,0.0
Imperial Community College District,UCM,3,2.11,0.0
Imperial Community College District,UCM,4,2.02,0.0
Imperial Community College District,UCSD,1,3.0,0.0
Imperial Community College District,UCSD,2,1.0,0.0
Imperial Community College District,UCSD,3,0.89,0.0
Imperial Community College District,UCSD,4,0.95,0.0
Imperial Community College District,UCSB,1,3.0,0.0
Imperial Community College District,UCSB,2,0.5,0.0
Imperial Community College District,UCSB,3,0.11,0.0
Imperial Community College District,UCSB,4,0.02,0.0
Imperial Community College District,UCLA,1,4.0,2.0
Imperial Community College District,UCLA,2,1.0,2.0
Imperial Community College District,UCLA,3,0.36,2.0
Imperial Community College District,UCLA,4,0.14,2.0
Imperial Community College District,UCB,1,4.0,0.0
Imperial Community College District,UCB,2,1.0,0.0
Imperial Community College District,UCB,3,0.36,0.0
Imperial Community College District,UCB,4,0.14,0.0
Imperial Community College District,UCSC,1,3.0,0.0
Imperial Community College District,UCSC,2,0.25,0.0
Imperial Community College District,UCSC,3,0.0,0.0
Imperial Community College District,UCSC,4,0.0,0.0
Imperial Community College District,UCI,1,4.0,0.0
Imperial Community College District,UCI,2,1.0,0.0
Imperial Community College District,UCI,3,0.36,0.0
Imperial Community College District,UCI,4,0.14,0.0
Imperial Community College District,UCR,1,1.0,0.0
Imperial Community College District,UCR,2,0.25,0.0
Imperial Community College District,UCR,3,0.11,0.0
Imperial Community College District,UCR,4,0.02,0.0
Kern Community College District,UCD,1,4.0,0.0
Kern Community College District,UCD,2,2.25,0.0
Kern Community College District,UCD,3,2.0,0.0
Kern Community College District,UCD,4,2.0,0.0
Kern Community College District,UCM,1,5.0,0.0
Kern Community College District,UCM,2,2.5,0.0
Kern Community College District,UCM,3,2.07,0.0
Kern Community College District,UCM,4,2.02,0.0
Kern Community College District,UCSD,1,3.0,0.0
Kern Community College District,UCSD,2,0.5,0.0
Kern Community College District,UCSD,3,0.07,0.0
Kern Community College District,UCSD,4,0.02,0.0
Kern Community College District,UCSB,1,3.0,0.0
Kern Community College District,UCSB,2,0.75,0.0
Kern Community College District,UCSB,3,0.32,0.0
Kern Community College District,UCSB,4,0.18,0.0
Kern Community College District,UCLA,1,4.0,2.0
Kern Community College District,UCLA,2,1.12,2.0
Kern Community College District,UCLA,3,0.43,2.0
Kern Community College District,UCLA,4,0.2,2.0
Kern Community College District,UCB,1,4.0,0.0
Kern Community College District,UCB,2,1.12,0.0
Kern Community College District,UCB,3,0.43,0.0
Kern Community College District,UCB,4,0.2,0.0
Kern Community College District,UCSC,1,3.0,0.0
Kern Community College District,UCSC,2,0.38,0.0
Kern Community College District,UCSC,3,0.0,0.0
Kern Community College District,UCSC,4,0.0,0.0
Kern Community College District,UCI,1,4.0,0.0
Kern Community College District,UCI,2,1.12,0.0
Kern Community College District,UCI,3,0.43,0.0
Kern Community College District,UCI,4,0.2,0.0
Kern Community College District,UCR,1,1.0,0.0
Kern Community College District,UCR,2,0.25,0.0
Kern Community College District,UCR,3,0.07,0.0
Kern Community College District,UCR,4,0.02,0.0
Lake Tahoe Community College District,UCD,1,4.0,0.0
Lake Tahoe Community College District,UCD,2,0.75,0.0
Lake Tahoe Community College District,UCD,3,0.14,0.0
Lake Tahoe Community College District,UCD,4,0.02,0.0
Lake Tahoe Community College District,UCM,1,5.0,0.0
Lake Tahoe Community College District,UCM,2,2.38,0.0
Lake Tahoe Community College District,UCM,3,2.04,0.0
Lake Tahoe Community College District,UCM,4,2.0,0.0
Lake Tahoe Community College District,UCSD,1,5.0,0.0
Lake Tahoe Community College District,UCSD,2,1.75,0.0
Lake Tahoe Community College District,UCSD,3,1.14,0.0
Lake Tahoe Community College District,UCSD,4,1.02,0.0
Lake Tahoe Community College District,UCSB,1,3.0,0.0
Lake Tahoe Community College District,UCSB,2,0.5,0.0
Lake Tahoe Community College District,UCSB,3,0.11,0.0
Lake Tahoe Community College District,UCSB,4,0.02,0.0
Lake Tahoe Community College District,UCLA,1,4.0,2.0
Lake Tahoe Community College District,UCLA,2,0.75,2.0
Lake Tahoe Community College District,UCLA,3,0.14,2.0
Lake Tahoe Community College District,UCLA,4,0.02,2.0
Lake Tahoe Community College District,UCB,1,5.0,0.0
Lake Tahoe Community College District,UCB,2,1.75,0.0
Lake Tahoe Community College District,UCB,3,1.14,0.0
Lake Tahoe Community College District,UCB,4,1.02,0.0
Lake Tahoe Community College District,UCSC,1,3.0,0.0
Lake Tahoe Community College District,UCSC,2,0.25,0.0
Lake Tahoe Community College District,UCSC,3,0.0,0.0
Lake Tahoe Community College District,UCSC,4,0.0,0.0
Lake Tahoe Community College District,UCI,1,4.0,0.0
Lake Tahoe Community College District,UCI,2,0.75,0.0
Lake Tahoe Community College District,UCI,3,0.14,0.0
Lake Tahoe Community College District,UCI,4,0.02,0.0
Lake Tahoe Community College District,UCR,1,1.0,0.0
Lake Tahoe Community College District,UCR,2,0.12,0.0
Lake Tahoe Community College District,UCR,3,0.04,0.0
Lake Tahoe Community College District,UCR,4,0.0,0.0
Lassen Community College District,UCD,1,4.0,0.0
Lassen Community College District,UCD,2,0.62,0.0
Lassen Community College District,UCD,3,0.11,0.0
Lassen Community College District,UCD,4,0.02,0.0
Lassen Community College District,UCM,1,5.0,0.0
Lassen Community College District,UCM,2,2.25,0.0
Lassen Community College District,UCM,3,2.0,0.0
Lassen Community College District,UCM,4,2.0,0.0
Lassen Community College District,UCSD,1,4.0,1.0
Lassen Community College District,UCSD,2,0.62,1.0
Lassen Community College District,UCSD,3,0.11,1.0
Lassen Community College District,UCSD,4,0.02,1.0
Lassen Community College District,UCSB,1,4.0,0.0
Lassen Community College District,UCSB,2,0.62,0.0
Lassen Community College District,UCSB,3,0.11,0.0
Lassen Community College District,UCSB,4,0.02,0.0
Lassen Community College District,UCLA,1,4.0,2.0
Lassen Community College District,UCLA,2,0.62,2.0
Lassen Community College District,UCLA,3,0.11,2.0
Lassen Community College District,UCLA,4,0.02,2.0
Lassen Community College District,UCB,1,4.0,0.0
Lassen Community College District,UCB,2,0.62,0.0
Lassen Community College District,UCB,3,0.11,0.0
Lassen Community College District,UCB,4,0.02,0.0
Lassen Community College District,UCSC,1,3.0,0.0
Lassen Community College District,UCSC,2,0.25,0.0
Lassen Community College District,UCSC,3,0.0,0.0
Lassen Community College District,UCSC,4,0.0,0.0
Lassen Community College District,UCI,1,4.0,0.0
Lassen Community College District,UCI,2,0.62,0.0
Lassen Community College District,UCI,3,0.11,0.0
Lassen Community College District,UCI,4,0.02,0.0
Lassen Community College District,UCR,1,1.0,0.0
Lassen Community College District,UCR,2,0.0,0.0
Lassen Community College District,UCR,3,0.0,0.0
Lassen Community College District,UCR,4,0.0,0.0
Long Beach Community College District,UCD,1,4.0,0.0
Long Beach Community College District,UCD,2,1.12,0.0
Long Beach Community College District,UCD,3,0.29,0.0
Long Beach Community College District,UCD,4,0.04,0.0
Long Beach Community College District,UCM,1,4.0,0.0
Long Beach Community College District,UCM,2,2.38,0.0
Long Beach Community College District,UCM,3,2.07,0.0
Long Beach Community College District,UCM,4,1.98,0.0
Long Beach Community College District,UCSD,1,3.0,2.0
Long Beach Community College District,UCSD,2,1.5,2.0
Long Beach Community College District,UCSD,3,1.11,2.0
Long Beach Community College District,UCSD,4,0.96,2.0
Long Beach Community College District,UCSB,1,3.0,0.0
Long Beach Community College District,UCSB,2,1.0,0.0
Long Beach Community College District,UCSB,3,0.36,0.0
Long Beach Community College District,UCSB,4,0.07,0.0
Long Beach Community College District,UCLA,1,4.0,2.0
Long Beach Community College District,UCLA,2,1.12,2.0
Long Beach Community College District,UCLA,3,0.29,2.0
Long Beach Community College District,UCLA,4,0.04,2.0
Long Beach Community College District,UCB,1,4.0,0.0
Long Beach Community College District,UCB,2,1.12,0.0
Long Beach Community College District,UCB,3,0.29,0.0
Long Beach Community College District,UCB,4,0.04,0.0
Long Beach Community College District,UCSC,1,3.0,0.0
Long Beach Community College District,UCSC,2,0.62,0.0
Long Beach Community College District,UCSC,3,0.14,0.0
Long Beach Community College District,UCSC,4,0.02,0.0
Long Beach Community College District,UCI,1,4.0,0.0
Long Beach Community College District,UCI,2,1.25,0.0
Long Beach Community College District,UCI,3,0.39,0.0
Long Beach Community College District,UCI,4,0.07,0.0
Long Beach Community College District,UCR,1,1.0,0.0
Long Beach Community College District,UCR,2,0.12,0.0
Long Beach Community College District,UCR,3,0.04,0.0
Long Beach Community College District,UCR,4,0.0,0.0
Los Angeles Community College District,UCD,1,4.0,0.0
Los Angeles Community College District,UCD,2,2.12,0.0
Los Angeles Community College District,UCD,3,1.54,0.0
Los Angeles Community College District,UCD,4,1.38,0.0
Los Angeles Community College District,UCM,1,5.0,0.0
Los Angeles Community College District,UCM,2,2.62,0.0
Los Angeles Community College District,UCM,3,2.07,0.0
Los Angeles Community College District,UCM,4,1.96,0.0
Los Angeles Community College District,UCSD,1,4.0,0.0
Los Angeles Community College District,UCSD,2,1.88,0.0
Los Angeles Community College District,UCSD,3,1.29,0.0
Los Angeles Community College District,UCSD,4,1.21,0.0
Los Angeles Community College District,UCSB,1,3.0,0.0
Los Angeles Community College District,UCSB,2,0.75,0.0
Los Angeles Community College District,UCSB,3,0.21,0.0
Los Angeles Community College District,UCSB,4,0.2,0.0
Los Angeles Community College District,UCLA,1,4.0,2.0
Los Angeles Community College District,UCLA,2,1.25,2.0
Los Angeles Community College District,UCLA,3,0.43,2.0
Los Angeles Community College District,UCLA,4,0.23,2.0
Los Angeles Community College District,UCB,1,4.0,0.0
Los Angeles Community College District,UCB,2,1.0,0.0
Los Angeles Community College District,UCB,3,0.21,0.0
Los Angeles Community College District,UCB,4,0.04,0.0
Los Angeles Community College District,UCSC,1,3.0,0.0
Los Angeles Community College District,UCSC,2,0.38,0.0
Los Angeles Community College District,UCSC,3,0.0,0.0
Los Angeles Community College District,UCSC,4,0.09,0.0
Los Angeles Community College District,UCI,1,4.0,0.0
Los Angeles Community College District,UCI,2,1.38,0.0
Los Angeles Community College District,UCI,3,0.46,0.0
Los Angeles Community College District,UCI,4,0.25,0.0
Los Angeles Community College District,UCR,1,1.0,0.0
Los Angeles Community College District,UCR,2,0.38,0.0
Los Angeles Community College District,UCR,3,0.18,0.0
Los Angeles Community College District,UCR,4,0.07,0.0
Los Rios Community College District,UCD,1,4.0,0.0
Los Rios Community College District,UCD,2,0.88,0.0
Los Rios Community College District,UCD,3,0.32,0.0
Los Rios Community College District,UCD,4,0.18,0.0
Los Rios Community College District,UCM,1,5.0,0.0
Los Rios Community College District,UCM,2,2.38,0.0
Los Rios Community College District,UCM,3,2.04,0.0
Los Rios Community College District,UCM,4,2.0,0.0
Los Rios Community College District,UCSD,1,4.0,0.0
Los Rios Community College District,UCSD,2,1.5,0.0
Los Rios Community College District,UCSD,3,1.39,0.0
Los Rios Community College District,UCSD,4,1.45,0.0
Los Rios Community College District,UCSB,1,3.0,0.0
Los Rios Community College District,UCSB,2,0.5,0.0
Los Rios Community College District,UCSB,3,0.11,0.0
Los Rios Community College District,UCSB,4,0.02,0.0
Los Rios Community College District,UCLA,1,4.0,2.0
Los Rios Community College District,UCLA,2,1.0,2.0
Los Rios Community College District,UCLA,3,0.5,2.0
Los Rios Community College District,UCLA,4,0.34,2.0
Los Rios Community College District,UCB,1,4.0,0.0
Los Rios Community College District,UCB,2,0.75,0.0
Los Rios Community College District,UCB,3,0.14,0.0
Los Rios Community College District,UCB,4,0.04,0.0
Los Rios Community College District,UCSC,1,3.0,0.0
Los Rios Community College District,UCSC,2,0.25,0.0
Los Rios Community College District,UCSC,3,0.0,0.0
Los Rios Community College District,UCSC,4,0.0,0.0
Los Rios Community College District,UCI,1,4.0,0.0
Los Rios Community College District,UCI,2,1.0,0.0
Los Rios Community College District,UCI,3,0.5,0.0
Los Rios Community College District,UCI,4,0.34,0.0
Los Rios Community College District,UCR,1,1.0,0.0
Los Rios Community College District,UCR,2,0.25,0.0
Los Rios Community College District,UCR,3,0.21,0.0
Los Rios Community College District,UCR,4,0.16,0.0
Marin Community College District,UCD,1,4.0,0.0
Marin Community College District,UCD,2,0.75,0.0
Marin Community College District,UCD,3,0.32,0.0
Marin Community College District,UCD,4,0.25,0.0
Marin Community College District,UCM,1,5.0,0.0
Marin Community College District,UCM,2,2.25,0.0
Marin Community College District,UCM,3,2.0,0.0
Marin Community College District,UCM,4,2.0,0.0
Marin Community College District,UCSD,1,4.0,0.0
Marin Community College District,UCSD,2,1.12,0.0
Marin Community College District,UCSD,3,1.11,0.0
Marin Community College District,UCSD,4,1.38,0.0
Marin Community College District,UCSB,1,4.0,0.0
Marin Community College District,UCSB,2,0.62,0.0
Marin Community College District,UCSB,3,0.11,0.0
Marin Community College District,UCSB,4,0.02,0.0
Marin Community College District,UCLA,1,4.0,2.0
Marin Community College District,UCLA,2,0.75,2.0
Marin Community College District,UCLA,3,0.32,2.0
Marin Community College District,UCLA,4,0.25,2.0
Marin Community College District,UCB,1,4.0,0.0
Marin Community College District,UCB,2,0.62,0.0
Marin Community College District,UCB,3,0.21,0.0
Marin Community College District,UCB,4,0.18,0.0
Marin Community College District,UCSC,1,3.0,0.0
Marin Community College District,UCSC,2,0.25,0.0
Marin Community College District,UCSC,3,0.11,0.0
Marin Community College District,UCSC,4,0.21,0.0
Marin Community College District,UCI,1,4.0,0.0
Marin Community College District,UCI,2,0.75,0.0
Marin Community College District,UCI,3,0.32,0.0
Marin Community College District,UCI,4,0.25,0.0
Marin Community College District,UCR,1,1.0,0.0
Marin Community College District,UCR,2,0.12,0.0
Marin Community College District,UCR,3,0.14,0.0
Marin Community College District,UCR,4,0.11,0.0
Mendocino-Lake Community College District,UCD,1,4.0,0.0
Mendocino-Lake Community College District,UCD,2,0.75,0.0
Mendocino-Lake Community College District,UCD,3,0.14,0.0
Mendocino-Lake Community College District,UCD,4,0.02,0.0
Mendocino-Lake Community College District,UCM,1,5.0,0.0
Mendocino-Lake Community College District,UCM,2,2.38,0.0
Mendocino-Lake Community College District,UCM,3,2.04,0.0
Mendocino-Lake Community College District,UCM,4,2.0,0.0
Mendocino-Lake Community College District,UCSD,1,5.0,0.0
Mendocino-Lake Community College District,UCSD,2,1.75,0.0
Mendocino-Lake Community College District,UCSD,3,1.14,0.0
Mendocino-Lake Community College District,UCSD,4,1.02,0.0
Mendocino-Lake Community College District,UCSB,1,3.0,0.0
Mendocino-Lake Community College District,UCSB,2,0.5,0.0
Mendocino-Lake Community College District,UCSB,3,0.11,0.0
Mendocino-Lake Community College District,UCSB,4,0.02,0.0
Mendocino-Lake Community College District,UCLA,1,4.0,2.0
Mendocino-Lake Community College District,UCLA,2,0.75,2.0
Mendocino-Lake Community College District,UCLA,3,0.14,2.0
Mendocino-Lake Community College District,UCLA,4,0.02,2.0
Mendocino-Lake Community College District,UCB,1,4.0,0.0
Mendocino-Lake Community College District,UCB,2,0.75,0.0
Mendocino-Lake Community College District,UCB,3,0.14,0.0
Mendocino-Lake Community College District,UCB,4,0.02,0.0
Mendocino-Lake Community College District,UCSC,1,3.0,0.0
Mendocino-Lake Community College District,UCSC,2,0.25,0.0
Mendocino-Lake Community College District,UCSC,3,0.0,0.0
Mendocino-Lake Community College District,UCSC,4,0.0,0.0
Mendocino-Lake Community College District,UCI,1,4.0,0.0
Mendocino-Lake Community College District,UCI,2,0.75,0.0
Mendocino-Lake Community College District,UCI,3,0.14,0.0
Mendocino-Lake Community College District,UCI,4,0.02,0.0
Mendocino-Lake Community College District,UCR,1,1.0,0.0
Mendocino-Lake Community College District,UCR,2,0.12,0.0
Mendocino-Lake Community College District,UCR,3,0.04,0.0
Mendocino-Lake Community College District,UCR,4,0.0,0.0
Merced Community College District,UCD,1,4.0,0.0
Merced Community College District,UCD,2,0.75,0.0
Merced Community College District,UCD,3,0.14,0.0
Merced Community College District,UCD,4,0.02,0.0
Merced Community College District,UCM,1,5.0,0.0
Merced Community College District,UCM,2,2.25,0.0
Merced Community College District,UCM,3,2.0,0.0
Merced Community College District,UCM,4,2.0,0.0
Merced Community College District,UCSD,1,5.0,0.0
Merced Community College District,UCSD,2,1.75,0.0
Merced Community College District,UCSD,3,1.14,0.0
Merced Community College District,UCSD,4,1.02,0.0
Merced Community College District,UCSB,1,3.0,0.0
Merced Community College District,UCSB,2,0.5,0.0
Merced Community College District,UCSB,3,0.11,0.0
Merced Community College District,UCSB,4,0.02,0.0
Merced Community College District,UCLA,1,4.0,2.0
Merced Community College District,UCLA,2,0.75,2.0
Merced Community College District,UCLA,3,0.14,2.0
Merced Community College District,UCLA,4,0.02,2.0
Merced Community College District,UCB,1,4.0,0.0
Merced Community College District,UCB,2,0.75,0.0
Merced Community College District,UCB,3,0.14,0.0
Merced Community College District,UCB,4,0.02,0.0
Merced Community College District,UCSC,1,3.0,0.0
Merced Community College District,UCSC,2,0.38,0.0
Merced Community College District,UCSC,3,0.04,0.0
Merced Community College District,UCSC,4,0.0,0.0
