district,campus,order,articulated_avg,unarticulated_avg
Merced Community College District,UCI,1,4.0,0.0
Merced Community College District,UCI,2,0.75,0.0
Merced Community College District,UCI,3,0.14,0.0
Merced Community College District,UCI,4,0.02,0.0
Merced Community College District,UCR,1,1.0,0.0
Merced Community College District,UCR,2,0.12,0.0
Merced Community College District,UCR,3,0.04,0.0
Merced Community College District,UCR,4,0.0,0.0
MiraCosta Community College District,UCD,1,4.0,0.0
MiraCosta Community College District,UCD,2,0.75,0.0
MiraCosta Community College District,UCD,3,0.14,0.0
MiraCosta Community College District,UCD,4,0.02,0.0
MiraCosta Community College District,UCM,1,5.0,0.0
MiraCosta Community College District,UCM,2,2.38,0.0
MiraCosta Community College District,UCM,3,2.07,0.0
MiraCosta Community College District,UCM,4,2.02,0.0
MiraCosta Community College District,UCSD,1,5.0,0.0
MiraCosta Community College District,UCSD,2,1.75,0.0
MiraCosta Community College District,UCSD,3,1.11,0.0
MiraCosta Community College District,UCSD,4,1.0,0.0
MiraCosta Community College District,UCSB,1,3.0,0.0
MiraCosta Community College District,UCSB,2,0.75,0.0
MiraCosta Community College District,UCSB,3,0.29,0.0
MiraCosta Community College District,UCSB,4,0.12,0.0
MiraCosta Community College District,UCLA,1,4.0,2.0
MiraCosta Community College District,UCLA,2,0.88,2.0
MiraCosta Community College District,UCLA,3,0.21,2.0
MiraCosta Community College District,UCLA,4,0.05,2.0
MiraCosta Community College District,UCB,1,4.0,0.0
MiraCosta Community College District,UCB,2,0.75,0.0
MiraCosta Community College District,UCB,3,0.14,0.0
MiraCosta Community College District,UCB,4,0.02,0.0
MiraCosta Community College District,UCSC,1,3.0,0.0
MiraCosta Community College District,UCSC,2,0.25,0.0
MiraCosta Community College District,UCSC,3,0.0,0.0
MiraCosta Community College District,UCSC,4,0.05,0.0
MiraCosta Community College District,UCI,1,4.0,0.0
MiraCosta Community College District,UCI,2,0.88,0.0
MiraCosta Community College District,UCI,3,0.21,0.0
MiraCosta Community College District,UCI,4,0.05,0.0
MiraCosta Community College District,UCR,1,1.0,0.0
MiraCosta Community College District,UCR,2,0.12,0.0
MiraCosta Community College District,UCR,3,0.04,0.0
MiraCosta Community College District,UCR,4,0.0,0.0
Monterey Peninsula Community College District,UCD,1,2.0,1.0
Monterey Peninsula Community College District,UCD,2,0.25,1.0
Monterey Peninsula Community College District,UCD,3,0.0,1.0
Monterey Peninsula Community College District,UCD,4,0.0,1.0
Monterey Peninsula Community College District,UCM,1,5.0,0.0
Monterey Peninsula Community College District,UCM,2,2.5,0.0
Monterey Peninsula Community College District,UCM,3,2.11,0.0
Monterey Peninsula Community College District,UCM,4,2.05,0.0
Monterey Peninsula Community College District,UCSD,1,3.0,0.0
Monterey Peninsula Community College District,UCSD,2,0.38,0.0
Monterey Peninsula Community College District,UCSD,3,0.0,0.0
Monterey Peninsula Community College District,UCSD,4,0.0,0.0
Monterey Peninsula Community College District,UCSB,1,3.0,0.0
Monterey Peninsula Community College District,UCSB,2,0.62,0.0
Monterey Peninsula Community College District,UCSB,3,0.25,0.0
Monterey Peninsula Community College District,UCSB,4,0.16,0.0
Monterey Peninsula Community College District,UCLA,1,4.0,2.0
Monterey Peninsula Community College District,UCLA,2,1.12,2.0
Monterey Peninsula Community College District,UCLA,3,0.46,2.0
Monterey Peninsula Community College District,UCLA,4,0.23,2.0
Monterey Peninsula Community College District,UCB,1,4.0,0.0
Monterey Peninsula Community College District,UCB,2,1.12,0.0
Monterey Peninsula Community College District,UCB,3,0.46,0.0
Monterey Peninsula Community College District,UCB,4,0.23,0.0
Monterey Peninsula Community College District,UCSC,1,3.0,0.0
Monterey Peninsula Community College District,UCSC,2,0.38,0.0
Monterey Peninsula Community College District,UCSC,3,0.0,0.0
Monterey Peninsula Community College District,UCSC,4,0.0,0.0
Monterey Peninsula Community College District,UCI,1,4.0,0.0
Monterey Peninsula Community College District,UCI,2,1.12,0.0
Monterey Peninsula Community College District,UCI,3,0.46,0.0
Monterey Peninsula Community College District,UCI,4,0.23,0.0
Monterey Peninsula Community College District,UCR,1,1.0,0.0
Monterey Peninsula Community College District,UCR,2,0.25,0.0
Monterey Peninsula Community College District,UCR,3,0.11,0.0
Monterey Peninsula Community College District,UCR,4,0.05,0.0
Mt. San Antonio Community College District,UCD,1,4.0,0.0
Mt. San Antonio Community College District,UCD,2,0.75,0.0
Mt. San Antonio Community College District,UCD,3,0.18,0.0
Mt. San Antonio Community College District,UCD,4,0.04,0.0
Mt. San Antonio Community College District,UCM,1,5.0,0.0
Mt. San Antonio Community College District,UCM,2,2.25,0.0
Mt. San Antonio Community College District,UCM,3,2.0,0.0
Mt. San Antonio Community College District,UCM,4,2.0,0.0
Mt. San Antonio Community College District,UCSD,1,4.0,0.0
Mt. San Antonio Community College District,UCSD,2,0.75,0.0
Mt. San Antonio Community College District,UCSD,3,0.18,0.0
Mt. San Antonio Community College District,UCSD,4,0.04,0.0
Mt. San Antonio Community College District,UCSB,1,3.0,0.0
Mt. San Antonio Community College District,UCSB,2,0.38,0.0
Mt. San Antonio Community College District,UCSB,3,0.07,0.0
Mt. San Antonio Community College District,UCSB,4,0.02,0.0
Mt. San Antonio Community College District,UCLA,1,4.0,2.0
Mt. San Antonio Community College District,UCLA,2,0.75,2.0
Mt. San Antonio Community College District,UCLA,3,0.18,2.0
Mt. San Antonio Community College District,UCLA,4,0.04,2.0
Mt. San Antonio Community College District,UCB,1,4.0,0.0
Mt. San Antonio Community College District,UCB,2,0.75,0.0
Mt. San Antonio Community College District,UCB,3,0.18,0.0
Mt. San Antonio Community College District,UCB,4,0.04,0.0
Mt. San Antonio Community College District,UCSC,1,3.0,0.0
Mt. San Antonio Community College District,UCSC,2,0.25,0.0
Mt. San Antonio Community College District,UCSC,3,0.0,0.0
Mt. San Antonio Community College District,UCSC,4,0.0,0.0
Mt. San Antonio Community College District,UCI,1,4.0,0.0
Mt. San Antonio Community College District,UCI,2,0.75,0.0
Mt. San Antonio Community College District,UCI,3,0.18,0.0
Mt. San Antonio Community College District,UCI,4,0.04,0.0
Mt. San Antonio Community College District,UCR,1,1.0,0.0
Mt. San Antonio Community College District,UCR,2,0.12,0.0
Mt. San Antonio Community College District,UCR,3,0.07,0.0
Mt. San Antonio Community College District,UCR,4,0.02,0.0
Mt. San Jacinto Community College District,UCD,1,4.0,0.0
Mt. San Jacinto Community College District,UCD,2,1.0,0.0
Mt. San Jacinto Community College District,UCD,3,0.29,0.0
Mt. San Jacinto Community College District,UCD,4,0.05,0.0
Mt. San Jacinto Community College District,UCM,1,4.0,0.0
Mt. San Jacinto Community College District,UCM,2,2.25,0.0
Mt. San Jacinto Community College District,UCM,3,2.07,0.0
Mt. San Jacinto Community College District,UCM,4,1.89,0.0
Mt. San Jacinto Community College District,UCSD,1,5.0,0.0
Mt. San Jacinto Community College District,UCSD,2,1.88,0.0
Mt. San Jacinto Community College District,UCSD,3,1.07,0.0
Mt. San Jacinto Community College District,UCSD,4,0.79,0.0
Mt. San Jacinto Community College District,UCSB,1,3.0,0.0
Mt. San Jacinto Community College District,UCSB,2,1.0,0.0
Mt. San Jacinto Community College District,UCSB,3,0.57,0.0
Mt. San Jacinto Community College District,UCSB,4,0.16,0.0
Mt. San Jacinto Community College District,UCLA,1,4.0,2.0
Mt. San Jacinto Community College District,UCLA,2,1.0,2.0
Mt. San Jacinto Community College District,UCLA,3,0.29,2.0
Mt. San Jacinto Community College District,UCLA,4,0.05,2.0
Mt. San Jacinto Community College District,UCB,1,4.0,0.0
Mt. San Jacinto Community College District,UCB,2,0.88,0.0
Mt. San Jacinto Community College District,UCB,3,0.18,0.0
Mt. San Jacinto Community College District,UCB,4,0.02,0.0
Mt. San Jacinto Community College District,UCSC,1,3.0,0.0
Mt. San Jacinto Community College District,UCSC,2,0.38,0.0
Mt. San Jacinto Community College District,UCSC,3,0.07,0.0
Mt. San Jacinto Community College District,UCSC,4,0.0,0.0
Mt. San Jacinto Community College District,UCI,1,4.0,0.0
Mt. San Jacinto Community College District,UCI,2,1.0,0.0
Mt. San Jacinto Community College District,UCI,3,0.32,0.0
Mt. San Jacinto Community College District,UCI,4,0.05,0.0
Mt. San Jacinto Community College District,UCR,1,1.0,0.0
Mt. San Jacinto Community College District,UCR,2,0.12,0.0
Mt. San Jacinto Community College District,UCR,3,0.04,0.0
Mt. San Jacinto Community College District,UCR,4,0.0,0.0
Napa Valley Community College District,UCD,1,4.0,0.0
Napa Valley Community College District,UCD,2,0.88,0.0
Napa Valley Community College District,UCD,3,0.18,0.0
Napa Valley Community College District,UCD,4,0.02,0.0
Napa Valley Community College District,UCM,1,5.0,0.0
Napa Valley Community College District,UCM,2,2.5,0.0
Napa Valley Community College District,UCM,3,2.07,0.0
Napa Valley Community College District,UCM,4,2.0,0.0
Napa Valley Community College District,UCSD,1,3.0,2.0
Napa Valley Community College District,UCSD,2,1.38,2.0
Napa Valley Community College District,UCSD,3,1.11,2.0
Napa Valley Community College District,UCSD,4,1.02,2.0
Napa Valley Community College District,UCSB,1,4.0,0.0
Napa Valley Community College District,UCSB,2,0.88,0.0
Napa Valley Community College District,UCSB,3,0.18,0.0
Napa Valley Community College District,UCSB,4,0.02,0.0
Napa Valley Community College District,UCLA,1,4.0,2.0
Napa Valley Community College District,UCLA,2,0.88,2.0
Napa Valley Community College District,UCLA,3,0.18,2.0
Napa Valley Community College District,UCLA,4,0.02,2.0
Napa Valley Community College District,UCB,1,4.0,0.0
Napa Valley Community College District,UCB,2,0.88,0.0
Napa Valley Community College District,UCB,3,0.18,0.0
Napa Valley Community College District,UCB,4,0.02,0.0
Napa Valley Community College District,UCSC,1,3.0,0.0
Napa Valley Community College District,UCSC,2,0.5,0.0
Napa Valley Community College District,UCSC,3,0.07,0.0
Napa Valley Community College District,UCSC,4,0.0,0.0
Napa Valley Community College District,UCI,1,4.0,0.0
Napa Valley Community College District,UCI,2,0.88,0.0
Napa Valley Community College District,UCI,3,0.18,0.0
Napa Valley Community College District,UCI,4,0.02,0.0
Napa Valley Community College District,UCR,1,1.0,0.0
Napa Valley Community College District,UCR,2,0.0,0.0
Napa Valley Community College District,UCR,3,0.0,0.0
Napa Valley Community College District,UCR,4,0.0,0.0
North Orange County Community College District,UCD,1,4.0,0.0
North Orange County Community College District,UCD,2,1.12,0.0
North Orange County Community College District,UCD,3,0.43,0.0
North Orange County Community College District,UCD,4,0.18,0.0
North Orange County Community College District,UCM,1,4.0,0.0
North Orange County Community College District,UCM,2,2.5,0.0
North Orange County Community College District,UCM,3,2.32,0.0
North Orange County Community College District,UCM,4,2.25,0.0
North Orange County Community College District,UCSD,1,4.0,0.0
North Orange County Community College District,UCSD,2,1.62,0.0
North Orange County Community College District,UCSD,3,1.32,0.0
North Orange County Community College District,UCSD,4,1.32,0.0
North Orange County Community College District,UCSB,1,3.0,0.0
North Orange County Community College District,UCSB,2,0.62,0.0
North Orange County Community College District,UCSB,3,0.21,0.0
North Orange County Community College District,UCSB,4,0.11,0.0
North Orange County Community College District,UCLA,1,4.0,2.0
North Orange County Community College District,UCLA,2,1.12,2.0
North Orange County Community College District,UCLA,3,0.43,2.0
North Orange County Community College District,UCLA,4,0.18,2.0
North Orange County Community College District,UCB,1,3.0,0.0
North Orange County Community College District,UCB,2,0.62,0.0
North Orange County Community College District,UCB,3,0.14,0.0
North Orange County Community College District,UCB,4,0.02,0.0
North Orange County Community College District,UCSC,1,3.0,0.0
North Orange County Community College District,UCSC,2,0.38,0.0
North Orange County Community College District,UCSC,3,0.04,0.0
North Orange County Community College District,UCSC,4,0.0,0.0
North Orange County Community College District,UCI,1,4.0,0.0
North Orange County Community College District,UCI,2,1.12,0.0
North Orange County Community College District,UCI,3,0.39,0.0
North Orange County Community College District,UCI,4,0.16,0.0
North Orange County Community College District,UCR,1,1.0,0.0
North Orange County Community College District,UCR,2,0.38,0.0
North Orange County Community College District,UCR,3,0.21,0.0
North Orange County Community College District,UCR,4,0.09,0.0
Ohlone Community College District,UCD,1,2.0,1.0
Ohlone Community College District,UCD,2,0.25,1.0
Ohlone Community College District,UCD,3,0.0,1.0
Ohlone Community College District,UCD,4,0.0,1.0
Ohlone Community College District,UCM,1,5.0,0.0
Ohlone Community College District,UCM,2,2.5,0.0
Ohlone Community College District,UCM,3,2.07,0.0
Ohlone Community College District,UCM,4,2.02,0.0
Ohlone Community College District,UCSD,1,5.0,0.0
Ohlone Community College District,UCSD,2,2.0,0.0
Ohlone Community College District,UCSD,3,1.29,0.0
Ohlone Community College District,UCSD,4,1.09,0.0
Ohlone Community College District,UCSB,1,3.0,0.0
Ohlone Community College District,UCSB,2,0.62,0.0
Ohlone Community College District,UCSB,3,0.18,0.0
Ohlone Community College District,UCSB,4,0.07,0.0
Ohlone Community College District,UCLA,1,4.0,2.0
Ohlone Community College District,UCLA,2,1.0,2.0
Ohlone Community College District,UCLA,3,0.29,2.0
Ohlone Community College District,UCLA,4,0.09,2.0
Ohlone Community College District,UCB,1,4.0,0.0
Ohlone Community College District,UCB,2,1.0,0.0
Ohlone Community College District,UCB,3,0.29,0.0
Ohlone Community College District,UCB,4,0.09,0.0
Ohlone Community College District,UCSC,1,3.0,0.0
Ohlone Community College District,UCSC,2,0.38,0.0
Ohlone Community College District,UCSC,3,0.0,0.0
Ohlone Community College District,UCSC,4,0.0,0.0
Ohlone Community College District,UCI,1,4.0,0.0
Ohlone Community College District,UCI,2,1.0,0.0
Ohlone Community College District,UCI,3,0.29,0.0
Ohlone Community College District,UCI,4,0.09,0.0
Ohlone Community College District,UCR,1,1.0,0.0
Ohlone Community College District,UCR,2,0.25,0.0
Ohlone Community College District,UCR,3,0.07,0.0
Ohlone Community College District,UCR,4,0.02,0.0
Palo Verde Community College District,UCD,1,2.0,1.0
Palo Verde Community College District,UCD,2,0.5,1.0
Palo Verde Community College District,UCD,3,0.07,1.0
Palo Verde Community College District,UCD,4,0.0,1.0
Palo Verde Community College District,UCM,1,4.0,1.0
Palo Verde Community College District,UCM,2,2.5,1.0
Palo Verde Community College District,UCM,3,2.07,1.0
Palo Verde Community College District,UCM,4,2.0,1.0
Palo Verde Community College District,UCSD,1,1.0,3.0
Palo Verde Community College District,UCSD,2,0.88,3.0
Palo Verde Community College District,UCSD,3,0.75,3.0
Palo Verde Community College District,UCSD,4,0.62,3.0
Palo Verde Community College District,UCSB,1,2.0,2.0
Palo Verde Community College District,UCSB,2,0.5,2.0
Palo Verde Community College District,UCSB,3,0.07,2.0
Palo Verde Community College District,UCSB,4,0.0,2.0
Palo Verde Community College District,UCLA,1,2.0,4.0
Palo Verde Community College District,UCLA,2,0.5,4.0
Palo Verde Community College District,UCLA,3,0.07,4.0
Palo Verde Community College District,UCLA,4,0.0,4.0
Palo Verde Community College District,UCB,1,2.0,1.0
Palo Verde Community College District,UCB,2,0.5,1.0
Palo Verde Community College District,UCB,3,0.07,1.0
Palo Verde Community College District,UCB,4,0.0,1.0
Palo Verde Community College District,UCSC,1,2.0,1.0
Palo Verde Community College District,UCSC,2,0.5,1.0
Palo Verde Community College District,UCSC,3,0.07,1.0
Palo Verde Community College District,UCSC,4,0.0,1.0
Palo Verde Community College District,UCI,1,2.0,2.0
Palo Verde Community College District,UCI,2,0.5,2.0
Palo Verde Community College District,UCI,3,0.07,2.0
Palo Verde Community College District,UCI,4,0.0,2.0
Palo Verde Community College District,UCR,1,1.0,0.0
Palo Verde Community College District,UCR,2,0.88,0.0
Palo Verde Community College District,UCR,3,0.75,0.0
Palo Verde Community College District,UCR,4,0.62,0.0
Palomar Community College District,UCD,1,4.0,0.0
Palomar Community College District,UCD,2,0.75,0.0
Palomar Community College District,UCD,3,0.18,0.0
Palomar Community College District,UCD,4,0.04,0.0
Palomar Community College District,UCM,1,5.0,0.0
Palomar Community College District,UCM,2,2.38,0.0
Palomar Community College District,UCM,3,2.04,0.0
Palomar Community College District,UCM,4,2.0,0.0
Palomar Community College District,UCSD,1,5.0,0.0
Palomar Community College District,UCSD,2,1.75,0.0
Palomar Community College District,UCSD,3,1.14,0.0
Palomar Community College District,UCSD,4,0.96,0.0
Palomar Community College District,UCSB,1,3.0,0.0
Palomar Community College District,UCSB,2,0.5,0.0
Palomar Community College District,UCSB,3,0.21,0.0
Palomar Community College District,UCSB,4,0.12,0.0
Palomar Community College District,UCLA,1,4.0,2.0
Palomar Community College District,UCLA,2,0.75,2.0
Palomar Community College District,UCLA,3,0.18,2.0
Palomar Community College District,UCLA,4,0.04,2.0
Palomar Community College District,UCB,1,4.0,0.0
Palomar Community College District,UCB,2,0.75,0.0
Palomar Community College District,UCB,3,0.14,0.0
Palomar Community College District,UCB,4,0.02,0.0
Palomar Community College District,UCSC,1,3.0,0.0
Palomar Community College District,UCSC,2,0.25,0.0
Palomar Community College District,UCSC,3,0.11,0.0
Palomar Community College District,UCSC,4,0.11,0.0
Palomar Community College District,UCI,1,4.0,0.0
Palomar Community College District,UCI,2,0.75,0.0
Palomar Community College District,UCI,3,0.18,0.0
Palomar Community College District,UCI,4,0.04,0.0
Palomar Community College District,UCR,1,1.0,0.0
Palomar Community College District,UCR,2,0.12,0.0
Palomar Community College District,UCR,3,0.04,0.0
Palomar Community College District,UCR,4,0.0,0.0
Pasadena Area Community College District,UCD,1,3.0,1.0
Pasadena Area Community College District,UCD,2,0.38,1.0
Pasadena Area Community College District,UCD,3,0.04,1.0
Pasadena Area Community College District,UCD,4,0.0,1.0
Pasadena Area Community College District,UCM,1,5.0,0.0
Pasadena Area Community College District,UCM,2,2.38,0.0
Pasadena Area Community College District,UCM,3,1.96,0.0
Pasadena Area Community College District,UCM,4,1.89,0.0
Pasadena Area Community College District,UCSD,1,5.0,0.0
Pasadena Area Community College District,UCSD,2,2.0,0.0
Pasadena Area Community College District,UCSD,3,1.29,0.0
Pasadena Area Community College District,UCSD,4,1.02,0.0
Pasadena Area Community College District,UCSB,1,3.0,0.0
Pasadena Area Community College District,UCSB,2,0.88,0.0
Pasadena Area Community College District,UCSB,3,0.43,0.0
Pasadena Area Community College District,UCSB,4,0.16,0.0
Pasadena Area Community College District,UCLA,1,4.0,2.0
Pasadena Area Community College District,UCLA,2,1.0,2.0
Pasadena Area Community College District,UCLA,3,0.36,2.0
Pasadena Area Community College District,UCLA,4,0.11,2.0
Pasadena Area Community College District,UCB,1,4.0,0.0
Pasadena Area Community College District,UCB,2,0.88,0.0
Pasadena Area Community College District,UCB,3,0.25,0.0
Pasadena Area Community College District,UCB,4,0.07,0.0
Pasadena Area Community College District,UCSC,1,3.0,0.0
Pasadena Area Community College District,UCSC,2,0.25,0.0
Pasadena Area Community College District,UCSC,3,0.0,0.0
Pasadena Area Community College District,UCSC,4,0.0,0.0
Pasadena Area Community College District,UCI,1,4.0,0.0
Pasadena Area Community College District,UCI,2,0.88,0.0
Pasadena Area Community College District,UCI,3,0.29,0.0
Pasadena Area Community College District,UCI,4,0.09,0.0
Pasadena Area Community College District,UCR,1,1.0,0.0
Pasadena Area Community College District,UCR,2,0.12,0.0
Pasadena Area Community College District,UCR,3,0.07,0.0
Pasadena Area Community College District,UCR,4,0.02,0.0
Peralta Community College District,UCD,1,4.0,0.0
Peralta Community College District,UCD,2,1.25,0.0
Peralta Community College District,UCD,3,1.07,0.0
Peralta Community College District,UCD,4,1.05,0.0
Peralta Community College District,UCM,1,5.0,0.0
Peralta Community College District,UCM,2,2.25,0.0
Peralta Community College District,UCM,3,2.07,0.0
Peralta Community College District,UCM,4,2.05,0.0
Peralta Community College District,UCSD,1,5.0,0.0
Peralta Community College District,UCSD,2,1.75,0.0
Peralta Community College District,UCSD,3,1.43,0.0
Peralta Community College District,UCSD,4,1.34,0.0
Peralta Community College District,UCSB,1,4.0,0.0
Peralta Community College District,UCSB,2,0.75,0.0
Peralta Community College District,UCSB,3,0.32,0.0
Peralta Community College District,UCSB,4,0.18,0.0
Peralta Community College District,UCLA,1,4.0,2.0
Peralta Community College District,UCLA,2,0.75,2.0
Peralta Community College District,UCLA,3,0.21,2.0
Peralta Community College District,UCLA,4,0.07,2.0
Peralta Community College District,UCB,1,4.0,0.0
Peralta Community College District,UCB,2,0.75,0.0
Peralta Community College District,UCB,3,0.21,0.0
Peralta Community College District,UCB,4,0.07,0.0
Peralta Community College District,UCSC,1,3.0,0.0
Peralta Community College District,UCSC,2,0.25,0.0
Peralta Community College District,UCSC,3,0.0,0.0
Peralta Community College District,UCSC,4,0.0,0.0
Peralta Community College District,UCI,1,4.0,0.0
Peralta Community College District,UCI,2,0.75,0.0
Peralta Community College District,UCI,3,0.32,0.0
Peralta Community College District,UCI,4,0.18,0.0
Peralta Community College District,UCR,1,1.0,0.0
Peralta Community College District,UCR,2,0.0,0.0
Peralta Community College District,UCR,3,0.07,0.0
Peralta Community College District,UCR,4,0.05,0.0
Rancho Santiago Community College District,UCD,1,3.0,1.0
Rancho Santiago Community College District,UCD,2,0.88,1.0
Rancho Santiago Community College District,UCD,3,0.82,1.0
Rancho Santiago Community College District,UCD,4,0.93,1.0
Rancho Santiago Community College District,UCM,1,5.0,0.0
Rancho Santiago Community College District,UCM,2,2.5,0.0
Rancho Santiago Community College District,UCM,3,2.14,0.0
Rancho Santiago Community College District,UCM,4,2.05,0.0
Rancho Santiago Community College District,UCSD,1,5.0,0.0
Rancho Santiago Community College District,UCSD,2,2.0,0.0
Rancho Santiago Community College District,UCSD,3,1.39,0.0
Rancho Santiago Community College District,UCSD,4,1.18,0.0
Rancho Santiago Community College District,UCSB,1,3.0,0.0
Rancho Santiago Community College District,UCSB,2,0.5,0.0
Rancho Santiago Community College District,UCSB,3,0.11,0.0
Rancho Santiago Community College District,UCSB,4,0.02,0.0
Rancho Santiago Community College District,UCLA,1,4.0,2.0
Rancho Santiago Community College District,UCLA,2,1.0,2.0
Rancho Santiago Community College District,UCLA,3,0.39,2.0
Rancho Santiago Community College District,UCLA,4,0.18,2.0
Rancho Santiago Community College District,UCB,1,4.0,0.0
Rancho Santiago Community College District,UCB,2,0.88,0.0
Rancho Santiago Community College District,UCB,3,0.29,0.0
Rancho Santiago Community College District,UCB,4,0.12,0.0
Rancho Santiago Community College District,UCSC,1,3.0,0.0
Rancho Santiago Community College District,UCSC,2,0.25,0.0
Rancho Santiago Community College District,UCSC,3,0.0,0.0
Rancho Santiago Community College District,UCSC,4,0.0,0.0
Rancho Santiago Community College District,UCI,1,4.0,0.0
Rancho Santiago Community College District,UCI,2,1.0,0.0
Rancho Santiago Community College District,UCI,3,0.39,0.0
Rancho Santiago Community College District,UCI,4,0.18,0.0
Rancho Santiago Community College District,UCR,1,1.0,0.0
Rancho Santiago Community College District,UCR,2,0.25,0.0
Rancho Santiago Community College District,UCR,3,0.14,0.0
Rancho Santiago Community College District,UCR,4,0.05,0.0
Redwoods Community College District,UCD,1,4.0,0.0
Redwoods Community College District,UCD,2,0.75,0.0
Redwoods Community College District,UCD,3,0.21,0.0
Redwoods Community College District,UCD,4,0.07,0.0
Redwoods Community College District,UCM,1,5.0,0.0
Redwoods Community College District,UCM,2,2.25,0.0
Redwoods Community College District,UCM,3,2.0,0.0
Redwoods Community College District,UCM,4,2.0,0.0
Redwoods Community College District,UCSD,1,3.0,0.0
Redwoods Community College District,UCSD,2,0.25,0.0
Redwoods Community College District,UCSD,3,0.0,0.0
Redwoods Community College District,UCSD,4,0.0,0.0
Redwoods Community College District,UCSB,1,4.0,0.0
Redwoods Community College District,UCSB,2,0.75,0.0
Redwoods Community College District,UCSB,3,0.21,0.0
Redwoods Community College District,UCSB,4,0.07,0.0
Redwoods Community College District,UCLA,1,4.0,2.0
Redwoods Community College District,UCLA,2,0.75,2.0
Redwoods Community College District,UCLA,3,0.21,2.0
Redwoods Community College District,UCLA,4,0.07,2.0
Redwoods Community College District,UCB,1,4.0,0.0
Redwoods Community College District,UCB,2,0.75,0.0
Redwoods Community College District,UCB,3,0.21,0.0
Redwoods Community College District,UCB,4,0.07,0.0
Redwoods Community College District,UCSC,1,3.0,0.0
Redwoods Community College District,UCSC,2,0.25,0.0
Redwoods Community College District,UCSC,3,0.0,0.0
Redwoods Community College District,UCSC,4,0.0,0.0
Redwoods Community College District,UCI,1,4.0,0.0
Redwoods Community College District,UCI,2,0.75,0.0
Redwoods Community College District,UCI,3,0.21,0.0
Redwoods Community College District,UCI,4,0.07,0.0
Redwoods Community College District,UCR,1,1.0,0.0
Redwoods Community College District,UCR,2,0.0,0.0
Redwoods Community College District,UCR,3,0.0,0.0
Redwoods Community College District,UCR,4,0.0,0.0
Rio Hondo Community College District,UCD,1,4.0,0.0
Rio Hondo Community College District,UCD,2,1.12,0.0
Rio Hondo Community College District,UCD,3,0.36,0.0
Rio Hondo Community College District,UCD,4,0.14,0.0
Rio Hondo Community College District,UCM,1,5.0,0.0
Rio Hondo Community College District,UCM,2,2.5,0.0
Rio Hondo Community College District,UCM,3,2.04,0.0
Rio Hondo Community College District,UCM,4,2.02,0.0
Rio Hondo Community College District,UCSD,1,3.0,0.0
Rio Hondo Community College District,UCSD,2,1.0,0.0
Rio Hondo Community College District,UCSD,3,0.82,0.0
Rio Hondo Community College District,UCSD,4,0.95,0.0
Rio Hondo Community College District,UCSB,1,3.0,0.0
Rio Hondo Community College District,UCSB,2,0.75,0.0
Rio Hondo Community College District,UCSB,3,0.11,0.0
Rio Hondo Community College District,UCSB,4,0.02,0.0
Rio Hondo Community College District,UCLA,1,4.0,2.0
Rio Hondo Community College District,UCLA,2,1.0,2.0
Rio Hondo Community College District,UCLA,3,0.36,2.0
Rio Hondo Community College District,UCLA,4,0.14,2.0
Rio Hondo Community College District,UCB,1,4.0,0.0
Rio Hondo Community College District,UCB,2,1.0,0.0
Rio Hondo Community College District,UCB,3,0.36,0.0
Rio Hondo Community College District,UCB,4,0.14,0.0
Rio Hondo Community College District,UCSC,1,3.0,0.0
Rio Hondo Community College District,UCSC,2,0.25,0.0
Rio Hondo Community College District,UCSC,3,0.0,0.0
Rio Hondo Community College District,UCSC,4,0.0,0.0
Rio Hondo Community College District,UCI,1,4.0,0.0
Rio Hondo Community College District,UCI,2,1.12,0.0
Rio Hondo Community College District,UCI,3,0.36,0.0
Rio Hondo Community College District,UCI,4,0.14,0.0
Rio Hondo Community College District,UCR,1,1.0,0.0
Rio Hondo Community College District,UCR,2,0.25,0.0
Rio Hondo Community College District,UCR,3,0.11,0.0
Rio Hondo Community College District,UCR,4,0.02,0.0
Riverside Community College District,UCD,1,4.0,0.0
Riverside Community College District,UCD,2,1.0,0.0
Riverside Community College District,UCD,3,0.29,0.0
Riverside Community College District,UCD,4,0.09,0.0
Riverside Community College District,UCM,1,5.0,0.0
Riverside Community College District,UCM,2,2.5,0.0
Riverside Community College District,UCM,3,2.04,0.0
Riverside Community College District,UCM,4,1.98,0.0
Riverside Community College District,UCSD,1,3.0,0.0
Riverside Community College District,UCSD,2,1.25,0.0
Riverside Community College District,UCSD,3,1.0,0.0
Riverside Community College District,UCSD,4,0.98,0.0
Riverside Community College District,UCSB,1,3.0,0.0
Riverside Community College District,UCSB,2,0.75,0.0
Riverside Community College District,UCSB,3,0.25,0.0
Riverside Community College District,UCSB,4,0.07,0.0
Riverside Community College District,UCLA,1,4.0,2.0
Riverside Community College District,UCLA,2,1.0,2.0
Riverside Community College District,UCLA,3,0.29,2.0
Riverside Community College District,UCLA,4,0.09,2.0
Riverside Community College District,UCB,1,4.0,0.0
Riverside Community College District,UCB,2,1.0,0.0
Riverside Community College District,UCB,3,0.29,0.0
Riverside Community College District,UCB,4,0.09,0.0
Riverside Community College District,UCSC,1,3.0,0.0
Riverside Community College District,UCSC,2,0.38,0.0
Riverside Community College District,UCSC,3,0.0,0.0
Riverside Community College District,UCSC,4,0.0,0.0
Riverside Community College District,UCI,1,4.0,0.0
Riverside Community College District,UCI,2,1.12,0.0
