district,campus,order,articulated_avg,unarticulated_avg
Merced Community College District,UCI,1,4.0,0.0
Merced Community College District,UCI,2,1.75,0.0
Merced Community College District,UCI,3,1.68,0.0
Merced Community College District,UCI,4,1.71,0.0
Merced Community College District,UCR,1,4.0,0.0
Merced Community College District,UCR,2,1.25,0.0
Merced Community College District,UCR,3,0.79,0.0
Merced Community College District,UCR,4,0.52,0.0
MiraCosta Community College District,UCD,1,8.0,0.0
MiraCosta Community College District,UCD,2,3.38,0.0
MiraCosta Community College District,UCD,3,1.86,0.0
MiraCosta Community College District,UCD,4,1.04,0.0
MiraCosta Community College District,UCM,1,7.0,0.0
MiraCosta Community College District,UCM,2,2.5,0.0
MiraCosta Community College District,UCM,3,1.11,0.0
MiraCosta Community College District,UCM,4,0.41,0.0
MiraCosta Community College District,UCSD,1,7.0,0.0
MiraCosta Community College District,UCSD,2,2.62,0.0
MiraCosta Community College District,UCSD,3,1.21,0.0
MiraCosta Community College District,UCSD,4,0.46,0.0
MiraCosta Community College District,UCSB,1,8.0,0.0
MiraCosta Community College District,UCSB,2,3.12,0.0
MiraCosta Community College District,UCSB,3,1.46,0.0
MiraCosta Community College District,UCSB,4,0.59,0.0
MiraCosta Community College District,UCLA,1,6.0,0.0
MiraCosta Community College District,UCLA,2,2.0,0.0
MiraCosta Community College District,UCLA,3,0.89,0.0
MiraCosta Community College District,UCLA,4,0.34,0.0
MiraCosta Community College District,UCB,1,5.0,0.0
MiraCosta Community College District,UCB,2,1.62,0.0
MiraCosta Community College District,UCB,3,0.79,0.0
MiraCosta Community College District,UCB,4,0.32,0.0
MiraCosta Community College District,UCSC,1,5.0,0.0
MiraCosta Community College District,UCSC,2,2.0,0.0
MiraCosta Community College District,UCSC,3,1.32,0.0
MiraCosta Community College District,UCSC,4,0.88,0.0
MiraCosta Community College District,UCI,1,4.0,1.0
MiraCosta Community College District,UCI,2,0.88,1.0
MiraCosta Community College District,UCI,3,0.32,1.0
MiraCosta Community College District,UCI,4,0.09,1.0
MiraCosta Community College District,UCR,1,4.0,0.0
MiraCosta Community College District,UCR,2,0.88,0.0
MiraCosta Community College District,UCR,3,0.32,0.0
MiraCosta Community College District,UCR,4,0.09,0.0
Monterey Peninsula Community College District,UCD,1,4.0,1.0
Monterey Peninsula Community College District,UCD,2,2.5,1.0
Monterey Peninsula Community College District,UCD,3,1.57,1.0
Monterey Peninsula Community College District,UCD,4,1.0,1.0
Monterey Peninsula Community College District,UCM,1,7.0,0.0
Monterey Peninsula Community College District,UCM,2,3.25,0.0
Monterey Peninsula Community College District,UCM,3,1.79,0.0
Monterey Peninsula Community College District,UCM,4,1.07,0.0
Monterey Peninsula Community College District,UCSD,1,5.0,2.0
Monterey Peninsula Community College District,UCSD,2,2.0,2.0
Monterey Peninsula Community College District,UCSD,3,0.93,2.0
Monterey Peninsula Community College District,UCSD,4,0.43,2.0
Monterey Peninsula Community College District,UCSB,1,6.0,1.0
Monterey Peninsula Community College District,UCSB,2,2.5,1.0
Monterey Peninsula Community College District,UCSB,3,1.18,1.0
Monterey Peninsula Community College District,UCSB,4,0.55,1.0
Monterey Peninsula Community College District,UCLA,1,6.0,0.0
Monterey Peninsula Community College District,UCLA,2,2.5,0.0
Monterey Peninsula Community College District,UCLA,3,1.18,0.0
Monterey Peninsula Community College District,UCLA,4,0.55,0.0
Monterey Peninsula Community College District,UCB,1,5.0,0.0
Monterey Peninsula Community College District,UCB,2,2.0,0.0
Monterey Peninsula Community College District,UCB,3,0.93,0.0
Monterey Peninsula Community College District,UCB,4,0.43,0.0
Monterey Peninsula Community College District,UCSC,1,5.0,0.0
Monterey Peninsula Community College District,UCSC,2,2.25,0.0
Monterey Peninsula Community College District,UCSC,3,1.32,0.0
Monterey Peninsula Community College District,UCSC,4,0.88,0.0
Monterey Peninsula Community College District,UCI,1,5.0,1.0
Monterey Peninsula Community College District,UCI,2,2.12,1.0
Monterey Peninsula Community College District,UCI,3,1.21,1.0
Monterey Peninsula Community College District,UCI,4,0.82,1.0
Monterey Peninsula Community College District,UCR,1,4.0,0.0
Monterey Peninsula Community College District,UCR,2,1.12,0.0
Monterey Peninsula Community College District,UCR,3,0.32,0.0
Monterey Peninsula Community College District,UCR,4,0.09,0.0
Mt. San Antonio Community College District,UCD,1,5.0,2.0
Mt. San Antonio Community College District,UCD,2,2.88,1.88
Mt. San Antonio Community College District,UCD,3,2.14,1.86
Mt. San Antonio Community College District,UCD,4,1.7,1.89
Mt. San Antonio Community College District,UCM,1,6.0,0.0
Mt. San Antonio Community College District,UCM,2,3.12,0.0
Mt. San Antonio Community College District,UCM,3,2.32,0.0
Mt. San Antonio Community College District,UCM,4,1.88,0.0
Mt. San Antonio Community College District,UCSD,1,7.0,0.0
Mt. San Antonio Community College District,UCSD,2,3.38,0.0
Mt. San Antonio Community College District,UCSD,3,2.18,0.0
Mt. San Antonio Community College District,UCSD,4,1.59,0.0
Mt. San Antonio Community College District,UCSB,1,7.0,0.0
Mt. San Antonio Community College District,UCSB,2,3.62,0.0
Mt. San Antonio Community College District,UCSB,3,2.61,0.0
Mt. San Antonio Community College District,UCSB,4,2.14,0.0
Mt. San Antonio Community College District,UCLA,1,5.0,0.0
Mt. San Antonio Community College District,UCLA,2,1.75,0.0
Mt. San Antonio Community College District,UCLA,3,0.79,0.0
Mt. San Antonio Community College District,UCLA,4,0.32,0.0
Mt. San Antonio Community College District,UCB,1,4.0,0.0
Mt. San Antonio Community College District,UCB,2,1.25,0.0
Mt. San Antonio Community College District,UCB,3,0.57,0.0
Mt. San Antonio Community College District,UCB,4,0.25,0.0
Mt. San Antonio Community College District,UCSC,1,4.0,1.0
Mt. San Antonio Community College District,UCSC,2,1.75,0.88
Mt. San Antonio Community College District,UCSC,3,1.36,0.86
Mt. San Antonio Community College District,UCSC,4,1.18,0.89
Mt. San Antonio Community College District,UCI,1,2.0,4.0
Mt. San Antonio Community College District,UCI,2,0.12,3.5
Mt. San Antonio Community College District,UCI,3,0.0,3.21
Mt. San Antonio Community College District,UCI,4,0.0,3.07
Mt. San Antonio Community College District,UCR,1,3.0,0.0
Mt. San Antonio Community College District,UCR,2,0.62,0.0
Mt. San Antonio Community College District,UCR,3,0.25,0.0
Mt. San Antonio Community College District,UCR,4,0.16,0.0
Mt. San Jacinto Community College District,UCD,1,8.0,0.0
Mt. San Jacinto Community College District,UCD,2,3.5,0.0
Mt. San Jacinto Community College District,UCD,3,2.0,0.0
Mt. San Jacinto Community College District,UCD,4,1.14,0.0
Mt. San Jacinto Community College District,UCM,1,7.0,0.0
Mt. San Jacinto Community College District,UCM,2,2.5,0.0
Mt. San Jacinto Community College District,UCM,3,1.11,0.0
Mt. San Jacinto Community College District,UCM,4,0.41,0.0
Mt. San Jacinto Community College District,UCSD,1,7.0,0.0
Mt. San Jacinto Community College District,UCSD,2,2.88,0.0
Mt. San Jacinto Community College District,UCSD,3,1.68,0.0
Mt. San Jacinto Community College District,UCSD,4,1.11,0.0
Mt. San Jacinto Community College District,UCSB,1,7.0,0.0
Mt. San Jacinto Community College District,UCSB,2,2.62,0.0
Mt. San Jacinto Community College District,UCSB,3,1.29,0.0
Mt. San Jacinto Community College District,UCSB,4,0.59,0.0
Mt. San Jacinto Community College District,UCLA,1,6.0,0.0
Mt. San Jacinto Community College District,UCLA,2,2.0,0.0
Mt. San Jacinto Community College District,UCLA,3,0.93,0.0
Mt. San Jacinto Community College District,UCLA,4,0.41,0.0
Mt. San Jacinto Community College District,UCB,1,5.0,0.0
Mt. San Jacinto Community College District,UCB,2,1.62,0.0
Mt. San Jacinto Community College District,UCB,3,0.79,0.0
Mt. San Jacinto Community College District,UCB,4,0.32,0.0
Mt. San Jacinto Community College District,UCSC,1,5.0,0.0
Mt. San Jacinto Community College District,UCSC,2,2.0,0.0
Mt. San Jacinto Community College District,UCSC,3,1.32,0.0
Mt. San Jacinto Community College District,UCSC,4,0.88,0.0
Mt. San Jacinto Community College District,UCI,1,4.0,1.0
Mt. San Jacinto Community College District,UCI,2,1.0,1.0
Mt. San Jacinto Community College District,UCI,3,0.54,1.0
Mt. San Jacinto Community College District,UCI,4,0.36,1.0
Mt. San Jacinto Community College District,UCR,1,4.0,0.0
Mt. San Jacinto Community College District,UCR,2,1.12,0.0
Mt. San Jacinto Community College District,UCR,3,0.71,0.0
Mt. San Jacinto Community College District,UCR,4,0.54,0.0
Napa Valley Community College District,UCD,1,5.0,3.0
Napa Valley Community College District,UCD,2,1.62,3.0
Napa Valley Community College District,UCD,3,0.79,3.0
Napa Valley Community College District,UCD,4,0.32,3.0
Napa Valley Community College District,UCM,1,7.0,0.0
Napa Valley Community College District,UCM,2,2.75,0.0
Napa Valley Community College District,UCM,3,1.36,0.0
Napa Valley Community College District,UCM,4,0.57,0.0
Napa Valley Community College District,UCSD,1,4.0,3.0
Napa Valley Community College District,UCSD,2,1.0,2.88
Napa Valley Community College District,UCSD,3,0.43,2.75
Napa Valley Community College District,UCSD,4,0.14,2.62
Napa Valley Community College District,UCSB,1,6.0,1.0
Napa Valley Community College District,UCSB,2,2.62,1.0
Napa Valley Community College District,UCSB,3,1.79,1.0
Napa Valley Community College District,UCSB,4,1.32,1.0
Napa Valley Community College District,UCLA,1,7.0,0.0
Napa Valley Community College District,UCLA,2,2.75,0.0
Napa Valley Community College District,UCLA,3,1.36,0.0
Napa Valley Community College District,UCLA,4,0.57,0.0
Napa Valley Community College District,UCB,1,5.0,0.0
Napa Valley Community College District,UCB,2,1.62,0.0
Napa Valley Community College District,UCB,3,0.79,0.0
Napa Valley Community College District,UCB,4,0.32,0.0
Napa Valley Community College District,UCSC,1,3.0,2.0
Napa Valley Community College District,UCSC,2,0.62,1.88
Napa Valley Community College District,UCSC,3,0.36,1.75
Napa Valley Community College District,UCSC,4,0.18,1.62
Napa Valley Community College District,UCI,1,2.0,4.0
Napa Valley Community College District,UCI,2,0.0,4.0
Napa Valley Community College District,UCI,3,0.0,4.0
Napa Valley Community College District,UCI,4,0.0,4.0
Napa Valley Community College District,UCR,1,3.0,1.0
Napa Valley Community College District,UCR,2,0.5,1.0
Napa Valley Community College District,UCR,3,0.21,1.0
Napa Valley Community College District,UCR,4,0.07,1.0
North Orange County Community College District,UCD,1,8.0,0.0
North Orange County Community College District,UCD,2,5.0,0.0
North Orange County Community College District,UCD,3,4.54,0.0
North Orange County Community College District,UCD,4,4.25,0.0
North Orange County Community College District,UCM,1,6.0,0.0
North Orange County Community College District,UCM,2,2.25,0.0
North Orange County Community College District,UCM,3,1.36,0.0
North Orange County Community College District,UCM,4,0.88,0.0
North Orange County Community College District,UCSD,1,7.0,0.0
North Orange County Community College District,UCSD,2,2.5,0.0
North Orange County Community College District,UCSD,3,1.25,0.0
North Orange County Community College District,UCSD,4,0.62,0.0
North Orange County Community College District,UCSB,1,6.0,0.0
North Orange County Community College District,UCSB,2,2.12,0.0
North Orange County Community College District,UCSB,3,1.14,0.0
North Orange County Community College District,UCSB,4,0.61,0.0
North Orange County Community College District,UCLA,1,5.0,0.0
North Orange County Community College District,UCLA,2,1.62,0.0
North Orange County Community College District,UCLA,3,0.86,0.0
North Orange County Community College District,UCLA,4,0.41,0.0
North Orange County Community College District,UCB,1,4.0,0.0
North Orange County Community College District,UCB,2,1.12,0.0
North Orange County Community College District,UCB,3,0.57,0.0
North Orange County Community College District,UCB,4,0.25,0.0
North Orange County Community College District,UCSC,1,5.0,0.0
North Orange County Community College District,UCSC,2,2.0,0.0
North Orange County Community College District,UCSC,3,1.39,0.0
North Orange County Community College District,UCSC,4,1.0,0.0
North Orange County Community College District,UCI,1,4.0,1.0
North Orange County Community College District,UCI,2,0.88,0.62
North Orange County Community College District,UCI,3,0.39,0.36
North Orange County Community College District,UCI,4,0.18,0.18
North Orange County Community College District,UCR,1,4.0,0.0
North Orange County Community College District,UCR,2,1.5,0.0
North Orange County Community College District,UCR,3,1.29,0.0
North Orange County Community College District,UCR,4,1.16,0.0
Ohlone Community College District,UCD,1,6.0,0.0
Ohlone Community College District,UCD,2,3.25,0.0
Ohlone Community College District,UCD,3,2.07,0.0
Ohlone Community College District,UCD,4,1.3,0.0
Ohlone Community College District,UCM,1,7.0,0.0
Ohlone Community College District,UCM,2,2.88,0.0
Ohlone Community College District,UCM,3,1.36,0.0
Ohlone Community College District,UCM,4,0.57,0.0
Ohlone Community College District,UCSD,1,7.0,0.0
Ohlone Community College District,UCSD,2,3.12,0.0
Ohlone Community College District,UCSD,3,1.68,0.0
Ohlone Community College District,UCSD,4,0.86,0.0
Ohlone Community College District,UCSB,1,7.0,0.0
Ohlone Community College District,UCSB,2,2.88,0.0
Ohlone Community College District,UCSB,3,1.36,0.0
Ohlone Community College District,UCSB,4,0.57,0.0
Ohlone Community College District,UCLA,1,6.0,0.0
Ohlone Community College District,UCLA,2,2.38,0.0
Ohlone Community College District,UCLA,3,1.14,0.0
Ohlone Community College District,UCLA,4,0.5,0.0
Ohlone Community College District,UCB,1,5.0,0.0
Ohlone Community College District,UCB,2,1.88,0.0
Ohlone Community College District,UCB,3,0.93,0.0
Ohlone Community College District,UCB,4,0.43,0.0
Ohlone Community College District,UCSC,1,5.0,0.0
Ohlone Community College District,UCSC,2,2.12,0.0
Ohlone Community College District,UCSC,3,1.32,0.0
Ohlone Community College District,UCSC,4,0.88,0.0
Ohlone Community College District,UCI,1,2.0,4.0
Ohlone Community College District,UCI,2,0.12,3.5
Ohlone Community College District,UCI,3,0.0,3.21
Ohlone Community College District,UCI,4,0.0,3.07
Ohlone Community College District,UCR,1,4.0,0.0
Ohlone Community College District,UCR,2,1.38,0.0
Ohlone Community College District,UCR,3,0.75,0.0
Ohlone Community College District,UCR,4,0.43,0.0
Palo Verde Community College District,UCD,1,0.0,8.0
Palo Verde Community College District,UCD,2,0.0,8.0
Palo Verde Community College District,UCD,3,0.0,8.0
Palo Verde Community College District,UCD,4,0.0,8.0
Palo Verde Community College District,UCM,1,0.0,6.0
Palo Verde Community College District,UCM,2,0.0,6.0
Palo Verde Community College District,UCM,3,0.0,6.0
Palo Verde Community College District,UCM,4,0.0,6.0
Palo Verde Community College District,UCSD,1,1.0,6.0
Palo Verde Community College District,UCSD,2,1.0,5.88
Palo Verde Community College District,UCSD,3,1.0,5.75
Palo Verde Community College District,UCSD,4,1.0,5.62
Palo Verde Community College District,UCSB,1,0.0,7.0
Palo Verde Community College District,UCSB,2,0.0,7.0
Palo Verde Community College District,UCSB,3,0.0,7.0
Palo Verde Community College District,UCSB,4,0.0,7.0
Palo Verde Community College District,UCLA,1,0.0,7.0
Palo Verde Community College District,UCLA,2,0.0,7.0
Palo Verde Community College District,UCLA,3,0.0,7.0
Palo Verde Community College District,UCLA,4,0.0,7.0
Palo Verde Community College District,UCB,1,0.0,4.0
Palo Verde Community College District,UCB,2,0.0,4.0
Palo Verde Community College District,UCB,3,0.0,4.0
Palo Verde Community College District,UCB,4,0.0,4.0
Palo Verde Community College District,UCSC,1,0.0,5.0
Palo Verde Community College District,UCSC,2,0.0,4.88
Palo Verde Community College District,UCSC,3,0.0,4.75
Palo Verde Community College District,UCSC,4,0.0,4.62
Palo Verde Community College District,UCI,1,0.0,6.0
Palo Verde Community College District,UCI,2,0.0,6.0
Palo Verde Community College District,UCI,3,0.0,6.0
Palo Verde Community College District,UCI,4,0.0,6.0
Palo Verde Community College District,UCR,1,0.0,5.0
Palo Verde Community College District,UCR,2,0.0,5.0
Palo Verde Community College District,UCR,3,0.0,5.0
Palo Verde Community College District,UCR,4,0.0,5.0
Palomar Community College District,UCD,1,7.0,0.0
Palomar Community College District,UCD,2,2.88,0.0
Palomar Community College District,UCD,3,1.68,0.0
Palomar Community College District,UCD,4,1.02,0.0
Palomar Community College District,UCM,1,7.0,0.0
Palomar Community College District,UCM,2,2.5,0.0
Palomar Community College District,UCM,3,1.14,0.0
Palomar Community College District,UCM,4,0.46,0.0
Palomar Community College District,UCSD,1,7.0,0.0
Palomar Community College District,UCSD,2,2.62,0.0
Palomar Community College District,UCSD,3,1.36,0.0
Palomar Community College District,UCSD,4,0.73,0.0
Palomar Community College District,UCSB,1,8.0,0.0
Palomar Community College District,UCSB,2,3.38,0.0
Palomar Community College District,UCSB,3,1.96,0.0
Palomar Community College District,UCSB,4,1.29,0.0
Palomar Community College District,UCLA,1,6.0,0.0
Palomar Community College District,UCLA,2,2.38,0.0
Palomar Community College District,UCLA,3,1.29,0.0
Palomar Community College District,UCLA,4,0.61,0.0
Palomar Community College District,UCB,1,5.0,0.0
Palomar Community College District,UCB,2,1.75,0.0
Palomar Community College District,UCB,3,0.93,0.0
Palomar Community College District,UCB,4,0.43,0.0
Palomar Community College District,UCSC,1,5.0,0.0
Palomar Community College District,UCSC,2,1.88,0.0
Palomar Community College District,UCSC,3,1.21,0.0
Palomar Community College District,UCSC,4,0.82,0.0
Palomar Community College District,UCI,1,4.0,1.0
Palomar Community College District,UCI,2,0.88,0.25
Palomar Community College District,UCI,3,0.43,0.04
Palomar Community College District,UCI,4,0.3,0.0
Palomar Community College District,UCR,1,4.0,0.0
Palomar Community College District,UCR,2,1.0,0.0
Palomar Community College District,UCR,3,0.46,0.0
Palomar Community College District,UCR,4,0.2,0.0
Pasadena Area Community College District,UCD,1,7.0,0.0
Pasadena Area Community College District,UCD,2,4.0,0.0
Pasadena Area Community College District,UCD,3,2.61,0.0
Pasadena Area Community College District,UCD,4,1.68,0.0
Pasadena Area Community College District,UCM,1,7.0,0.0
Pasadena Area Community College District,UCM,2,3.12,0.0
Pasadena Area Community College District,UCM,3,1.68,0.0
Pasadena Area Community College District,UCM,4,0.91,0.0
Pasadena Area Community College District,UCSD,1,7.0,0.0
Pasadena Area Community College District,UCSD,2,3.12,0.0
Pasadena Area Community College District,UCSD,3,1.71,0.0
Pasadena Area Community College District,UCSD,4,0.98,0.0
Pasadena Area Community College District,UCSB,1,9.0,0.0
Pasadena Area Community College District,UCSB,2,4.75,0.0
Pasadena Area Community College District,UCSB,3,2.96,0.0
Pasadena Area Community College District,UCSB,4,1.86,0.0
Pasadena Area Community College District,UCLA,1,7.0,0.0
Pasadena Area Community College District,UCLA,2,3.38,0.0
Pasadena Area Community College District,UCLA,3,2.04,0.0
Pasadena Area Community College District,UCLA,4,1.25,0.0
Pasadena Area Community College District,UCB,1,5.0,0.0
Pasadena Area Community College District,UCB,2,1.88,0.0
Pasadena Area Community College District,UCB,3,0.93,0.0
Pasadena Area Community College District,UCB,4,0.43,0.0
Pasadena Area Community College District,UCSC,1,6.0,0.0
Pasadena Area Community College District,UCSC,2,3.25,0.0
Pasadena Area Community College District,UCSC,3,2.5,0.0
Pasadena Area Community College District,UCSC,4,2.05,0.0
Pasadena Area Community College District,UCI,1,5.0,1.0
Pasadena Area Community College District,UCI,2,2.5,0.38
Pasadena Area Community College District,UCI,3,2.04,0.11
Pasadena Area Community College District,UCI,4,1.88,0.02
Pasadena Area Community College District,UCR,1,4.0,0.0
Pasadena Area Community College District,UCR,2,1.25,0.0
Pasadena Area Community College District,UCR,3,0.54,0.0
Pasadena Area Community College District,UCR,4,0.21,0.0
Peralta Community College District,UCD,1,7.0,0.0
Peralta Community College District,UCD,2,2.88,0.0
Peralta Community College District,UCD,3,1.79,0.0
Peralta Community College District,UCD,4,1.18,0.0
Peralta Community College District,UCM,1,7.0,0.0
Peralta Community College District,UCM,2,2.38,0.0
Peralta Community College District,UCM,3,1.04,0.0
Peralta Community College District,UCM,4,0.39,0.0
Peralta Community College District,UCSD,1,7.0,0.0
Peralta Community College District,UCSD,2,2.75,0.0
Peralta Community College District,UCSD,3,1.68,0.0
Peralta Community College District,UCSD,4,1.16,0.0
Peralta Community College District,UCSB,1,7.0,0.0
Peralta Community College District,UCSB,2,2.62,0.0
Peralta Community College District,UCSB,3,1.39,0.0
Peralta Community College District,UCSB,4,0.73,0.0
Peralta Community College District,UCLA,1,6.0,0.0
Peralta Community College District,UCLA,2,2.0,0.0
Peralta Community College District,UCLA,3,1.04,0.0
Peralta Community College District,UCLA,4,0.55,0.0
Peralta Community College District,UCB,1,5.0,0.0
Peralta Community College District,UCB,2,1.62,0.0
Peralta Community College District,UCB,3,0.79,0.0
Peralta Community College District,UCB,4,0.32,0.0
Peralta Community College District,UCSC,1,5.0,0.0
Peralta Community College District,UCSC,2,2.0,0.0
Peralta Community College District,UCSC,3,1.32,0.0
Peralta Community College District,UCSC,4,0.88,0.0
Peralta Community College District,UCI,1,4.0,1.0
Peralta Community College District,UCI,2,1.12,0.38
Peralta Community College District,UCI,3,0.89,0.11
Peralta Community College District,UCI,4,0.84,0.02
Peralta Community College District,UCR,1,4.0,0.0
Peralta Community College District,UCR,2,1.12,0.0
Peralta Community College District,UCR,3,0.89,0.0
Peralta Community College District,UCR,4,0.84,0.0
Rancho Santiago Community College District,UCD,1,3.0,2.0
Rancho Santiago Community College District,UCD,2,2.0,1.88
Rancho Santiago Community College District,UCD,3,1.57,1.93
Rancho Santiago Community College District,UCD,4,1.36,1.98
Rancho Santiago Community College District,UCM,1,6.0,0.0
Rancho Santiago Community College District,UCM,2,2.38,0.0
Rancho Santiago Community College District,UCM,3,1.14,0.0
Rancho Santiago Community College District,UCM,4,0.61,0.0
Rancho Santiago Community College District,UCSD,1,7.0,0.0
Rancho Santiago Community College District,UCSD,2,2.75,0.0
Rancho Santiago Community College District,UCSD,3,1.25,0.0
Rancho Santiago Community College District,UCSD,4,0.62,0.0
Rancho Santiago Community College District,UCSB,1,6.0,0.0
Rancho Santiago Community College District,UCSB,2,2.38,0.0
Rancho Santiago Community College District,UCSB,3,1.14,0.0
Rancho Santiago Community College District,UCSB,4,0.61,0.0
Rancho Santiago Community College District,UCLA,1,5.0,0.0
Rancho Santiago Community College District,UCLA,2,1.88,0.0
Rancho Santiago Community College District,UCLA,3,0.86,0.0
Rancho Santiago Community College District,UCLA,4,0.41,0.0
Rancho Santiago Community College District,UCB,1,4.0,0.0
Rancho Santiago Community College District,UCB,2,1.38,0.0
Rancho Santiago Community College District,UCB,3,0.57,0.0
Rancho Santiago Community College District,UCB,4,0.25,0.0
Rancho Santiago Community College District,UCSC,1,4.0,1.0
Rancho Santiago Community College District,UCSC,2,1.38,0.88
Rancho Santiago Community College District,UCSC,3,0.64,0.93
Rancho Santiago Community College District,UCSC,4,0.38,0.98
Rancho Santiago Community College District,UCI,1,4.0,1.0
Rancho Santiago Community College District,UCI,2,1.5,0.25
Rancho Santiago Community College District,UCI,3,0.82,0.04
Rancho Santiago Community College District,UCI,4,0.52,0.0
Rancho Santiago Community College District,UCR,1,4.0,0.0
Rancho Santiago Community College District,UCR,2,1.12,0.0
Rancho Santiago Community College District,UCR,3,0.39,0.0
Rancho Santiago Community College District,UCR,4,0.18,0.0
Redwoods Community College District,UCD,1,4.0,4.0
Redwoods Community College District,UCD,2,1.25,4.0
Redwoods Community College District,UCD,3,0.75,4.0
Redwoods Community College District,UCD,4,0.43,4.0
Redwoods Community College District,UCM,1,6.0,1.0
Redwoods Community College District,UCM,2,2.38,1.0
Redwoods Community College District,UCM,3,1.32,1.0
Redwoods Community College District,UCM,4,0.68,1.0
Redwoods Community College District,UCSD,1,4.0,3.0
Redwoods Community College District,UCSD,2,1.0,2.88
Redwoods Community College District,UCSD,3,0.43,2.75
Redwoods Community College District,UCSD,4,0.14,2.62
Redwoods Community College District,UCSB,1,4.0,3.0
Redwoods Community College District,UCSB,2,1.12,3.0
Redwoods Community College District,UCSB,3,0.57,3.0
Redwoods Community College District,UCSB,4,0.25,3.0
Redwoods Community College District,UCLA,1,5.0,1.0
Redwoods Community College District,UCLA,2,1.62,1.0
Redwoods Community College District,UCLA,3,0.79,1.0
Redwoods Community College District,UCLA,4,0.32,1.0
Redwoods Community College District,UCB,1,5.0,0.0
Redwoods Community College District,UCB,2,1.62,0.0
Redwoods Community College District,UCB,3,0.79,0.0
Redwoods Community College District,UCB,4,0.32,0.0
Redwoods Community College District,UCSC,1,2.0,3.0
Redwoods Community College District,UCSC,2,0.0,2.88
Redwoods Community College District,UCSC,3,0.0,2.75
Redwoods Community College District,UCSC,4,0.0,2.62
Redwoods Community College District,UCI,1,2.0,4.0
Redwoods Community College District,UCI,2,0.0,4.0
Redwoods Community College District,UCI,3,0.0,4.0
Redwoods Community College District,UCI,4,0.0,4.0
Redwoods Community College District,UCR,1,3.0,1.0
Redwoods Community College District,UCR,2,0.75,1.0
Redwoods Community College District,UCR,3,0.54,1.0
Redwoods Community College District,UCR,4,0.36,1.0
Rio Hondo Community College District,UCD,1,4.0,3.0
Rio Hondo Community College District,UCD,2,1.5,3.0
Rio Hondo Community College District,UCD,3,1.07,3.0
Rio Hondo Community College District,UCD,4,0.71,3.0
Rio Hondo Community College District,UCM,1,6.0,0.0
Rio Hondo Community College District,UCM,2,3.0,0.0
Rio Hondo Community College District,UCM,3,2.32,0.0
Rio Hondo Community College District,UCM,4,1.88,0.0
Rio Hondo Community College District,UCSD,1,6.0,1.0
Rio Hondo Community College District,UCSD,2,3.0,0.88
Rio Hondo Community College District,UCSD,3,2.32,0.82
Rio Hondo Community College District,UCSD,4,1.88,0.82
Rio Hondo Community College District,UCSB,1,5.0,1.0
Rio Hondo Community College District,UCSB,2,2.12,0.88
Rio Hondo Community College District,UCSB,3,1.5,0.82
Rio Hondo Community College District,UCSB,4,1.05,0.82
Rio Hondo Community College District,UCLA,1,6.0,0.0
Rio Hondo Community College District,UCLA,2,2.75,0.0
Rio Hondo Community College District,UCLA,3,1.86,0.0
Rio Hondo Community College District,UCLA,4,1.23,0.0
Rio Hondo Community College District,UCB,1,5.0,0.0
Rio Hondo Community College District,UCB,2,2.0,0.0
Rio Hondo Community College District,UCB,3,1.32,0.0
Rio Hondo Community College District,UCB,4,0.88,0.0
Rio Hondo Community College District,UCSC,1,4.0,1.0
Rio Hondo Community College District,UCSC,2,1.88,0.88
Rio Hondo Community College District,UCSC,3,1.75,0.82
Rio Hondo Community College District,UCSC,4,1.62,0.82
Rio Hondo Community College District,UCI,1,2.0,4.0
Rio Hondo Community College District,UCI,2,0.0,3.62
Rio Hondo Community College District,UCI,3,0.0,3.36
Rio Hondo Community College District,UCI,4,0.0,3.18
Rio Hondo Community College District,UCR,1,4.0,0.0
Rio Hondo Community College District,UCR,2,1.5,0.0
Rio Hondo Community College District,UCR,3,1.07,0.0
Rio Hondo Community College District,UCR,4,0.71,0.0
Riverside Community College District,UCD,1,7.0,0.0
Riverside Community College District,UCD,2,3.12,0.0
Riverside Community College District,UCD,3,2.14,0.0
Riverside Community College District,UCD,4,1.62,0.0
Riverside Community College District,UCM,1,7.0,0.0
Riverside Community College District,UCM,2,2.5,0.0
Riverside Community College District,UCM,3,1.18,0.0
Riverside Community College District,UCM,4,0.54,0.0
Riverside Community College District,UCSD,1,6.0,1.0
Riverside Community College District,UCSD,2,2.38,0.88
Riverside Community College District,UCSD,3,1.5,0.86
Riverside Community College District,UCSD,4,1.07,0.89
Riverside Community College District,UCSB,1,7.0,0.0
Riverside Community College District,UCSB,2,2.88,0.0
Riverside Community College District,UCSB,3,1.71,0.0
Riverside Community College District,UCSB,4,1.07,0.0
Riverside Community College District,UCLA,1,6.0,0.0
Riverside Community College District,UCLA,2,2.25,0.0
Riverside Community College District,UCLA,3,1.25,0.0
Riverside Community College District,UCLA,4,0.77,0.0
Riverside Community College District,UCB,1,5.0,0.0
Riverside Community College District,UCB,2,1.62,0.0
Riverside Community College District,UCB,3,0.79,0.0
Riverside Community College District,UCB,4,0.32,0.0
Riverside Community College District,UCSC,1,5.0,0.0
Riverside Community College District,UCSC,2,1.88,0.0
Riverside Community College District,UCSC,3,1.25,0.0
Riverside Community College District,UCSC,4,0.89,0.0
Riverside Community College District,UCI,1,4.0,1.0
Riverside Community College District,UCI,2,1.38,0.5
