district_index,district,reachable_count,unit_system,from_mask,from_codes,added_school_id,added_code,to_mask,to_codes,portfolio_size,from_scenario_id,to_scenario_id,from_distinct_courses,to_distinct_courses,added_courses,from_semester_equiv_units,to_semester_equiv_units,added_semester_equiv_units,from_min_terms,to_min_terms,added_min_terms,from_lower_bound_terms,to_lower_bound_terms,added_lower_bound_terms,from_status,to_status,from_academic_years,to_academic_years,added_academic_years,from_course_quality,to_course_quality,from_schedule_quality,to_schedule_quality
16,Foothill-De Anza Community College District,7,quarter,76,UCB|UCD|UCSB,144,UCM,332,UCB|UCD|UCSB|UCM,4,16:76,16:332,22,23,1,74,77,3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,352,UCI|UCSB|UCM,46,UCR,354,UCR|UCI|UCSB|UCM,4,16:352,16:354,20,19,-1,66.3,63,-3.3,7,7,0,7,7,0,bounded,bounded,2.3,2.3,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,322,UCR|UCSB|UCM,120,UCI,354,UCR|UCI|UCSB|UCM,4,16:322,16:354,17,19,2,57,63,6,7,7,0,7,7,0,bounded,bounded,2.3,2.3,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,290,UCR|UCI|UCM,128,UCSB,354,UCR|UCI|UCSB|UCM,4,16:290,16:354,19,19,0,63.3,63,-0.3,7,7,0,7,7,0,bounded,bounded,2.3,2.3,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,98,UCR|UCI|UCSB,144,UCM,354,UCR|UCI|UCSB|UCM,4,16:98,16:354,10,19,9,33,63,30,5,7,2,5,7,2,optimal,bounded,1.7,2.3,0.6,exact,bounded,exact,bounded
16,Foothill-De Anza Community College District,7,quarter,352,UCI|UCSB|UCM,79,UCB,356,UCB|UCI|UCSB|UCM,4,16:352,16:356,20,21,1,66.3,71,4.7,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,324,UCB|UCSB|UCM,120,UCI,356,UCB|UCI|UCSB|UCM,4,16:324,16:356,19,21,2,64.3,71,6.7,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,292,UCB|UCI|UCM,128,UCSB,356,UCB|UCI|UCSB|UCM,4,16:292,16:356,22,21,-1,73.7,71,-2.7,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,100,UCB|UCI|UCSB,144,UCM,356,UCB|UCI|UCSB|UCM,4,16:100,16:356,21,21,0,70.7,71,0.3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,352,UCI|UCSB|UCM,89,UCD,360,UCD|UCI|UCSB|UCM,4,16:352,16:360,20,20,0,66.3,67.3,1,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,328,UCD|UCSB|UCM,120,UCI,360,UCD|UCI|UCSB|UCM,4,16:328,16:360,22,20,-2,73.3,67.3,-6,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,296,UCD|UCI|UCM,128,UCSB,360,UCD|UCI|UCSB|UCM,4,16:296,16:360,22,20,-2,73.3,67.3,-6,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,104,UCD|UCI|UCSB,144,UCM,360,UCD|UCI|UCSB|UCM,4,16:104,16:360,10,20,10,32,67.3,35.3,5,8,3,5,8,3,optimal,bounded,1.7,2.7,1,exact,bounded,exact,bounded
16,Foothill-De Anza Community College District,7,quarter,388,UCB|UCSC|UCM,46,UCR,390,UCR|UCB|UCSC|UCM,4,16:388,16:390,21,22,1,70.7,73.7,3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,386,UCR|UCSC|UCM,79,UCB,390,UCR|UCB|UCSC|UCM,4,16:386,16:390,20,22,2,66.3,73.7,7.4,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,262,UCR|UCB|UCM,132,UCSC,390,UCR|UCB|UCSC|UCM,4,16:262,16:390,20,22,2,67.3,73.7,6.4,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,134,UCR|UCB|UCSC,144,UCM,390,UCR|UCB|UCSC|UCM,4,16:134,16:390,21,22,1,71,73.7,2.7,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,392,UCD|UCSC|UCM,46,UCR,394,UCR|UCD|UCSC|UCM,4,16:392,16:394,20,20,0,67.3,67.3,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,386,UCR|UCSC|UCM,89,UCD,394,UCR|UCD|UCSC|UCM,4,16:386,16:394,20,20,0,66.3,67.3,1,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,266,UCR|UCD|UCM,132,UCSC,394,UCR|UCD|UCSC|UCM,4,16:266,16:394,20,20,0,67.3,67.3,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,138,UCR|UCD|UCSC,144,UCM,394,UCR|UCD|UCSC|UCM,4,16:138,16:394,13,20,7,42.7,67.3,24.6,5,8,3,5,8,3,bounded,bounded,1.7,2.7,1,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,392,UCD|UCSC|UCM,79,UCB,396,UCB|UCD|UCSC|UCM,4,16:392,16:396,20,22,2,67.3,74,6.7,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,388,UCB|UCSC|UCM,89,UCD,396,UCB|UCD|UCSC|UCM,4,16:388,16:396,21,22,1,70.7,74,3.3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,268,UCB|UCD|UCM,132,UCSC,396,UCB|UCD|UCSC|UCM,4,16:268,16:396,22,22,0,74.3,74,-0.3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,140,UCB|UCD|UCSC,144,UCM,396,UCB|UCD|UCSC|UCM,4,16:140,16:396,21,22,1,71,74,3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,416,UCI|UCSC|UCM,46,UCR,418,UCR|UCI|UCSC|UCM,4,16:416,16:418,21,21,0,69.7,69.7,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,386,UCR|UCSC|UCM,120,UCI,418,UCR|UCI|UCSC|UCM,4,16:386,16:418,20,21,1,66.3,69.7,3.4,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,290,UCR|UCI|UCM,132,UCSC,418,UCR|UCI|UCSC|UCM,4,16:290,16:418,19,21,2,63.3,69.7,6.4,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,162,UCR|UCI|UCSC,144,UCM,418,UCR|UCI|UCSC|UCM,4,16:162,16:418,9,21,12,29.3,69.7,40.4,4,8,4,4,8,4,optimal,bounded,1.3,2.7,1.4,exact,bounded,exact,bounded
16,Foothill-De Anza Community College District,7,quarter,416,UCI|UCSC|UCM,79,UCB,420,UCB|UCI|UCSC|UCM,4,16:416,16:420,21,25,4,69.7,83,13.3,8,,,8,9,1,bounded,bounded,2.7,,,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,388,UCB|UCSC|UCM,120,UCI,420,UCB|UCI|UCSC|UCM,4,16:388,16:420,21,25,4,70.7,83,12.3,8,,,8,9,1,bounded,bounded,2.7,,,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,292,UCB|UCI|UCM,132,UCSC,420,UCB|UCI|UCSC|UCM,4,16:292,16:420,22,25,3,73.7,83,9.3,8,,,8,9,1,bounded,bounded,2.7,,,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,164,UCB|UCI|UCSC,144,UCM,420,UCB|UCI|UCSC|UCM,4,16:164,16:420,21,25,4,70,83,13,8,,,8,9,1,bounded,bounded,2.7,,,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,416,UCI|UCSC|UCM,89,UCD,424,UCD|UCI|UCSC|UCM,4,16:416,16:424,21,22,1,69.7,73.3,3.6,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,392,UCD|UCSC|UCM,120,UCI,424,UCD|UCI|UCSC|UCM,4,16:392,16:424,20,22,2,67.3,73.3,6,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,296,UCD|UCI|UCM,132,UCSC,424,UCD|UCI|UCSC|UCM,4,16:296,16:424,22,22,0,73.3,73.3,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,168,UCD|UCI|UCSC,144,UCM,424,UCD|UCI|UCSC|UCM,4,16:168,16:424,9,22,13,28.7,73.3,44.6,4,8,4,4,8,4,optimal,bounded,1.3,2.7,1.4,exact,bounded,exact,bounded
16,Foothill-De Anza Community College District,7,quarter,448,UCSB|UCSC|UCM,46,UCR,450,UCR|UCSB|UCSC|UCM,4,16:448,16:450,21,18,-3,70,60,-10,8,7,-1,8,7,-1,bounded,bounded,2.7,2.3,-0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,386,UCR|UCSC|UCM,128,UCSB,450,UCR|UCSB|UCSC|UCM,4,16:386,16:450,20,18,-2,66.3,60,-6.3,7,7,0,7,7,0,bounded,bounded,2.3,2.3,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,322,UCR|UCSB|UCM,132,UCSC,450,UCR|UCSB|UCSC|UCM,4,16:322,16:450,17,18,1,57,60,3,7,7,0,7,7,0,bounded,bounded,2.3,2.3,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,194,UCR|UCSB|UCSC,144,UCM,450,UCR|UCSB|UCSC|UCM,4,16:194,16:450,13,18,5,42,60,18,5,7,2,5,7,2,bounded,bounded,1.7,2.3,0.6,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,448,UCSB|UCSC|UCM,79,UCB,452,UCB|UCSB|UCSC|UCM,4,16:448,16:452,21,22,1,70,74,4,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,388,UCB|UCSC|UCM,128,UCSB,452,UCB|UCSB|UCSC|UCM,4,16:388,16:452,21,22,1,70.7,74,3.3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,324,UCB|UCSB|UCM,132,UCSC,452,UCB|UCSB|UCSC|UCM,4,16:324,16:452,19,22,3,64.3,74,9.7,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,196,UCB|UCSB|UCSC,144,UCM,452,UCB|UCSB|UCSC|UCM,4,16:196,16:452,22,22,0,74,74,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,448,UCSB|UCSC|UCM,89,UCD,456,UCD|UCSB|UCSC|UCM,4,16:448,16:456,21,22,1,70,73.3,3.3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,392,UCD|UCSC|UCM,128,UCSB,456,UCD|UCSB|UCSC|UCM,4,16:392,16:456,20,22,2,67.3,73.3,6,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,328,UCD|UCSB|UCM,132,UCSC,456,UCD|UCSB|UCSC|UCM,4,16:328,16:456,22,22,0,73.3,73.3,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,200,UCD|UCSB|UCSC,144,UCM,456,UCD|UCSB|UCSC|UCM,4,16:200,16:456,13,22,9,42,73.3,31.3,5,8,3,5,8,3,bounded,bounded,1.7,2.7,1,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,448,UCSB|UCSC|UCM,120,UCI,480,UCI|UCSB|UCSC|UCM,4,16:448,16:480,21,21,0,70,69.3,-0.7,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,416,UCI|UCSC|UCM,128,UCSB,480,UCI|UCSB|UCSC|UCM,4,16:416,16:480,21,21,0,69.7,69.3,-0.4,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,352,UCI|UCSB|UCM,132,UCSC,480,UCI|UCSB|UCSC|UCM,4,16:352,16:480,20,21,1,66.3,69.3,3,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,224,UCI|UCSB|UCSC,144,UCM,480,UCI|UCSB|UCSC|UCM,4,16:224,16:480,10,21,11,32,69.3,37.3,5,8,3,5,8,3,optimal,bounded,1.7,2.7,1,exact,bounded,exact,bounded
16,Foothill-De Anza Community College District,7,quarter,108,UCB|UCD|UCI|UCSB,46,UCR,110,UCR|UCB|UCD|UCI|UCSB,5,16:108,16:110,21,21,0,71,71,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,106,UCR|UCD|UCI|UCSB,79,UCB,110,UCR|UCB|UCD|UCI|UCSB,5,16:106,16:110,14,21,7,46,71,25,5,8,3,5,8,3,bounded,bounded,1.7,2.7,1,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,102,UCR|UCB|UCI|UCSB,89,UCD,110,UCR|UCB|UCD|UCI|UCSB,5,16:102,16:110,22,21,-1,74,71,-3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,78,UCR|UCB|UCD|UCSB,120,UCI,110,UCR|UCB|UCD|UCI|UCSB,5,16:78,16:110,22,21,-1,74,71,-3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,46,UCR|UCB|UCD|UCI,128,UCSB,110,UCR|UCB|UCD|UCI|UCSB,5,16:46,16:110,22,21,-1,74,71,-3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,172,UCB|UCD|UCI|UCSC,46,UCR,174,UCR|UCB|UCD|UCI|UCSC,5,16:172,16:174,22,22,0,74,74,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,170,UCR|UCD|UCI|UCSC,79,UCB,174,UCR|UCB|UCD|UCI|UCSC,5,16:170,16:174,10,22,12,32.7,74,41.3,4,8,4,4,8,4,optimal,bounded,1.3,2.7,1.4,exact,bounded,exact,bounded
16,Foothill-De Anza Community College District,7,quarter,166,UCR|UCB|UCI|UCSC,89,UCD,174,UCR|UCB|UCD|UCI|UCSC,5,16:166,16:174,22,22,0,74,74,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,142,UCR|UCB|UCD|UCSC,120,UCI,174,UCR|UCB|UCD|UCI|UCSC,5,16:142,16:174,21,22,1,71,74,3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,46,UCR|UCB|UCD|UCI,132,UCSC,174,UCR|UCB|UCD|UCI|UCSC,5,16:46,16:174,22,22,0,74,74,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,204,UCB|UCD|UCSB|UCSC,46,UCR,206,UCR|UCB|UCD|UCSB|UCSC,5,16:204,16:206,23,22,-1,77,74,-3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,202,UCR|UCD|UCSB|UCSC,79,UCB,206,UCR|UCB|UCD|UCSB|UCSC,5,16:202,16:206,14,22,8,46,74,28,5,8,3,5,8,3,bounded,bounded,1.7,2.7,1,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,198,UCR|UCB|UCSB|UCSC,89,UCD,206,UCR|UCB|UCD|UCSB|UCSC,5,16:198,16:206,22,22,0,74,74,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,142,UCR|UCB|UCD|UCSC,128,UCSB,206,UCR|UCB|UCD|UCSB|UCSC,5,16:142,16:206,21,22,1,71,74,3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,78,UCR|UCB|UCD|UCSB,132,UCSC,206,UCR|UCB|UCD|UCSB|UCSC,5,16:78,16:206,22,22,0,74,74,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,228,UCB|UCI|UCSB|UCSC,46,UCR,230,UCR|UCB|UCI|UCSB|UCSC,5,16:228,16:230,23,23,0,77,77,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,226,UCR|UCI|UCSB|UCSC,79,UCB,230,UCR|UCB|UCI|UCSB|UCSC,5,16:226,16:230,12,23,11,39,77,38,5,8,3,5,8,3,bounded,bounded,1.7,2.7,1,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,198,UCR|UCB|UCSB|UCSC,120,UCI,230,UCR|UCB|UCI|UCSB|UCSC,5,16:198,16:230,22,23,1,74,77,3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,166,UCR|UCB|UCI|UCSC,128,UCSB,230,UCR|UCB|UCI|UCSB|UCSC,5,16:166,16:230,22,23,1,74,77,3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,102,UCR|UCB|UCI|UCSB,132,UCSC,230,UCR|UCB|UCI|UCSB|UCSC,5,16:102,16:230,22,23,1,74,77,3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,232,UCD|UCI|UCSB|UCSC,46,UCR,234,UCR|UCD|UCI|UCSB|UCSC,5,16:232,16:234,10,11,1,32,36,4,5,5,0,5,5,0,optimal,optimal,1.7,1.7,0,exact,exact,exact,exact
16,Foothill-De Anza Community College District,7,quarter,226,UCR|UCI|UCSB|UCSC,89,UCD,234,UCR|UCD|UCI|UCSB|UCSC,5,16:226,16:234,12,11,-1,39,36,-3,5,5,0,5,5,0,bounded,optimal,1.7,1.7,0,bounded,exact,bounded,exact
16,Foothill-De Anza Community College District,7,quarter,202,UCR|UCD|UCSB|UCSC,120,UCI,234,UCR|UCD|UCI|UCSB|UCSC,5,16:202,16:234,14,11,-3,46,36,-10,5,5,0,5,5,0,bounded,optimal,1.7,1.7,0,bounded,exact,bounded,exact
16,Foothill-De Anza Community College District,7,quarter,170,UCR|UCD|UCI|UCSC,128,UCSB,234,UCR|UCD|UCI|UCSB|UCSC,5,16:170,16:234,10,11,1,32.7,36,3.3,4,5,1,4,5,1,optimal,optimal,1.3,1.7,0.4,exact,exact,exact,exact
16,Foothill-De Anza Community College District,7,quarter,106,UCR|UCD|UCI|UCSB,132,UCSC,234,UCR|UCD|UCI|UCSB|UCSC,5,16:106,16:234,14,11,-3,46,36,-10,5,5,0,5,5,0,bounded,optimal,1.7,1.7,0,bounded,exact,bounded,exact
16,Foothill-De Anza Community College District,7,quarter,232,UCD|UCI|UCSB|UCSC,79,UCB,236,UCB|UCD|UCI|UCSB|UCSC,5,16:232,16:236,10,21,11,32,71,39,5,8,3,5,8,3,optimal,bounded,1.7,2.7,1,exact,bounded,exact,bounded
16,Foothill-De Anza Community College District,7,quarter,228,UCB|UCI|UCSB|UCSC,89,UCD,236,UCB|UCD|UCI|UCSB|UCSC,5,16:228,16:236,23,21,-2,77,71,-6,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,204,UCB|UCD|UCSB|UCSC,120,UCI,236,UCB|UCD|UCI|UCSB|UCSC,5,16:204,16:236,23,21,-2,77,71,-6,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,172,UCB|UCD|UCI|UCSC,128,UCSB,236,UCB|UCD|UCI|UCSB|UCSC,5,16:172,16:236,22,21,-1,74,71,-3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,108,UCB|UCD|UCI|UCSB,132,UCSC,236,UCB|UCD|UCI|UCSB|UCSC,5,16:108,16:236,21,21,0,71,71,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,300,UCB|UCD|UCI|UCM,46,UCR,302,UCR|UCB|UCD|UCI|UCM,5,16:300,16:302,24,22,-2,80.3,74,-6.3,9,8,-1,9,8,-1,bounded,bounded,3,2.7,-0.3,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,298,UCR|UCD|UCI|UCM,79,UCB,302,UCR|UCB|UCD|UCI|UCM,5,16:298,16:302,22,22,0,73.3,74,0.7,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,294,UCR|UCB|UCI|UCM,89,UCD,302,UCR|UCB|UCD|UCI|UCM,5,16:294,16:302,22,22,0,73.7,74,0.3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,270,UCR|UCB|UCD|UCM,120,UCI,302,UCR|UCB|UCD|UCI|UCM,5,16:270,16:302,24,22,-2,80.3,74,-6.3,9,8,-1,9,8,-1,bounded,bounded,3,2.7,-0.3,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,46,UCR|UCB|UCD|UCI,144,UCM,302,UCR|UCB|UCD|UCI|UCM,5,16:46,16:302,22,22,0,74,74,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,332,UCB|UCD|UCSB|UCM,46,UCR,334,UCR|UCB|UCD|UCSB|UCM,5,16:332,16:334,23,23,0,77,77,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,330,UCR|UCD|UCSB|UCM,79,UCB,334,UCR|UCB|UCD|UCSB|UCM,5,16:330,16:334,22,23,1,73.3,77,3.7,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,326,UCR|UCB|UCSB|UCM,89,UCD,334,UCR|UCB|UCD|UCSB|UCM,5,16:326,16:334,19,23,4,64.3,77,12.7,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,270,UCR|UCB|UCD|UCM,128,UCSB,334,UCR|UCB|UCD|UCSB|UCM,5,16:270,16:334,24,23,-1,80.3,77,-3.3,9,8,-1,9,8,-1,bounded,bounded,3,2.7,-0.3,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,78,UCR|UCB|UCD|UCSB,144,UCM,334,UCR|UCB|UCD|UCSB|UCM,5,16:78,16:334,22,23,1,74,77,3,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,356,UCB|UCI|UCSB|UCM,46,UCR,358,UCR|UCB|UCI|UCSB|UCM,5,16:356,16:358,21,20,-1,71,67,-4,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,354,UCR|UCI|UCSB|UCM,79,UCB,358,UCR|UCB|UCI|UCSB|UCM,5,16:354,16:358,19,20,1,63,67,4,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,326,UCR|UCB|UCSB|UCM,120,UCI,358,UCR|UCB|UCI|UCSB|UCM,5,16:326,16:358,19,20,1,64.3,67,2.7,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,294,UCR|UCB|UCI|UCM,128,UCSB,358,UCR|UCB|UCI|UCSB|UCM,5,16:294,16:358,22,20,-2,73.7,67,-6.7,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,102,UCR|UCB|UCI|UCSB,144,UCM,358,UCR|UCB|UCI|UCSB|UCM,5,16:102,16:358,22,20,-2,74,67,-7,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,360,UCD|UCI|UCSB|UCM,46,UCR,362,UCR|UCD|UCI|UCSB|UCM,5,16:360,16:362,20,20,0,67.3,67.3,0,8,8,0,8,8,0,bounded,bounded,2.7,2.7,0,bounded,bounded,bounded,bounded
16,Foothill-De Anza Community College District,7,quarter,354,UCR|UCI|UCSB|UCM,89,UCD,362,UCR|UCD|UCI|UCSB|UCM,5,16:354,16:362,19,20,1,63,67.3,4.3,7,8,1,7,8,1,bounded,bounded,2.3,2.7,0.4,bounded,bounded,bounded,bounded
