scenario_id,district_index,district,region,unit_system,reachable_count,reachable_codes,portfolio_mask,portfolio_size,portfolio_codes,status,course_status,prerequisite_status,schedule_status,role_attribution_status,course_result_quality,schedule_result_quality,distinct_courses,major_course_count,prerequisite_course_count,colleges_used,semester_equiv_units,min_terms,lower_bound_terms,upper_bound_terms,academic_years,exact_only_overlap_savings_courses,bounded_sensitivity_overlap_savings_courses,computation_elapsed_ms
6:398,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,398,5,UCR|UCB|UCD|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,16,1,1,69,5,5,5,2.5,,30,6020
6:422,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,422,5,UCR|UCB|UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,16,1,1,69,5,5,5,2.5,,26,6013
6:426,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,426,5,UCR|UCD|UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,63,5,5,5,2.5,26,26,1551
6:428,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,428,5,UCB|UCD|UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,16,16,0,1,66,5,5,5,2.5,28,28,3903
6:454,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,454,5,UCR|UCB|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,16,0,1,66,5,5,5,2.5,,31,6022
6:458,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,458,5,UCR|UCD|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,63,5,5,5,2.5,30,30,3365
6:460,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,460,5,UCB|UCD|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,16,16,0,1,66,5,5,5,2.5,32,32,5947
6:482,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,482,5,UCR|UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,56,5,5,5,2.5,,27,6009
6:484,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,484,5,UCB|UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,16,0,1,66,5,5,5,2.5,,28,6010
6:488,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,488,5,UCD|UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,63,5,5,5,2.5,27,27,654
6:238,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,238,6,UCR|UCB|UCD|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,16,16,0,1,66,5,5,5,2.5,33,33,5154
6:366,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,366,6,UCR|UCB|UCD|UCI|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,16,16,0,1,66,5,5,5,2.5,38,38,2083
6:430,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,430,6,UCR|UCB|UCD|UCI|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,16,16,0,1,66,5,5,5,2.5,36,36,3440
6:462,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,462,6,UCR|UCB|UCD|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,19,16,3,2,79,6,6,6,3,,37,6013
6:486,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,486,6,UCR|UCB|UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,16,0,1,66,5,5,5,2.5,,36,6010
6:490,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,490,6,UCR|UCD|UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,63,5,5,5,2.5,35,35,468
6:492,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,492,6,UCB|UCD|UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,16,16,0,1,66,5,5,5,2.5,37,37,1932
6:494,6,Chabot-Las Positas Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,494,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,16,16,0,1,66,5,5,5,2.5,45,45,2101
7:4,7,Chaffey Community College District,Southern,semester,3,UCB|UCSB|UCM,4,1,UCB,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,42,5,5,5,2.5,0,0,74
7:64,7,Chaffey Community College District,Southern,semester,3,UCB|UCSB|UCM,64,1,UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,8,7,1,1,30,5,5,5,2.5,0,0,3
7:256,7,Chaffey Community College District,Southern,semester,3,UCB|UCSB|UCM,256,1,UCM,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,43,5,5,5,2.5,0,0,56
7:68,7,Chaffey Community College District,Southern,semester,3,UCB|UCSB|UCM,68,2,UCB|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,51,5,5,5,2.5,5,5,27
7:260,7,Chaffey Community College District,Southern,semester,3,UCB|UCSB|UCM,260,2,UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,48,5,5,5,2.5,9,9,42
7:320,7,Chaffey Community College District,Southern,semester,3,UCB|UCSB|UCM,320,2,UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,46,5,5,5,2.5,7,7,5
7:324,7,Chaffey Community College District,Southern,semester,3,UCB|UCSB|UCM,324,3,UCB|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,51,5,5,5,2.5,16,16,14
8:2,8,Citrus Community College District,Southern,semester,3,UCR|UCB|UCM,2,1,UCR,optimal,optimal,complete,optimal,optimal,exact,exact,9,8,1,1,35,3,3,3,1.5,0,0,23
8:4,8,Citrus Community College District,Southern,semester,3,UCR|UCB|UCM,4,1,UCB,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,46,5,5,5,2.5,0,0,389
8:256,8,Citrus Community College District,Southern,semester,3,UCR|UCB|UCM,256,1,UCM,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,47,5,5,5,2.5,0,0,55
8:6,8,Citrus Community College District,Southern,semester,3,UCR|UCB|UCM,6,2,UCR|UCB,optimal,optimal,complete,optimal,optimal,exact,exact,13,12,1,1,55,5,5,5,2.5,6,6,194
8:258,8,Citrus Community College District,Southern,semester,3,UCR|UCB|UCM,258,2,UCR|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,12,1,1,53,5,5,5,2.5,7,7,217
8:260,8,Citrus Community College District,Southern,semester,3,UCR|UCB|UCM,260,2,UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,52,5,5,5,2.5,9,9,166
8:262,8,Citrus Community College District,Southern,semester,3,UCR|UCB|UCM,262,3,UCR|UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,12,1,1,55,5,5,5,2.5,17,17,372
9:2,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,2,1,UCR,optimal,optimal,complete,optimal,optimal,exact,exact,8,8,0,1,29,3,3,3,1.5,0,0,2736
9:4,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,4,1,UCB,bounded,bounded,complete,optimal,optimal,bounded,bounded,9,9,0,2,34,4,4,4,2,,0,6021
9:32,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,32,1,UCI,optimal,optimal,complete,optimal,optimal,exact,exact,4,4,0,2,16,2,2,2,1,0,0,12
9:64,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,64,1,UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,7,6,1,1,26,4,4,4,2,0,0,23
9:128,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,128,1,UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,7,5,2,2,25,2,2,2,1,0,0,66
9:256,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,256,1,UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,10,10,0,2,37,4,4,4,2,,0,6019
9:6,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,6,2,UCR|UCB,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,12,2,3,52,4,4,4,2,,3,6022
9:34,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,34,2,UCR|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,8,8,0,2,31,3,3,3,1.5,4,4,455
9:36,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,36,2,UCB|UCI,bounded,bounded,complete,optimal,optimal,bounded,bounded,11,11,0,2,42,4,4,4,2,,2,6270
9:66,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,66,2,UCR|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,1,34,4,4,4,2,6,6,1154
9:68,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,68,2,UCB|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,12,2,3,54,4,4,4,2,,2,6025
9:96,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,96,2,UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,8,7,1,2,32,4,4,4,2,3,3,87
9:130,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,130,2,UCR|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,2,35,3,3,3,1.5,6,6,1644
9:132,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,132,2,UCB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,12,2,2,51,4,4,4,2,,2,6023
9:160,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,160,2,UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,7,7,0,2,27,3,3,3,1.5,4,4,28
9:192,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,192,2,UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,9,7,2,2,34,4,4,4,2,5,5,102
9:258,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,258,2,UCR|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,11,11,0,2,40,4,4,4,2,,7,6009
9:260,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,260,2,UCB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,11,1,2,43,4,4,4,2,,7,6042
9:288,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,288,2,UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,12,0,2,43,4,4,4,2,,2,6014
9:320,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,320,2,UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,11,11,0,2,40,4,4,4,2,,6,6009
9:384,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,384,2,UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,13,12,1,2,48,4,4,4,2,,4,6011
9:38,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,38,3,UCR|UCB|UCI,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,12,0,2,45,4,4,4,2,,9,6021
9:70,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,70,3,UCR|UCB|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,12,0,2,43,4,4,4,2,,12,6029
9:98,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,98,3,UCR|UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,2,36,4,4,4,2,10,10,728
9:100,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,100,3,UCB|UCI|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,14,2,3,60,4,4,4,2,,4,6022
9:134,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,134,3,UCR|UCB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,13,3,3,60,4,4,4,2,,8,6040
9:162,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,162,3,UCR|UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,2,35,3,3,3,1.5,10,10,819
9:164,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,164,3,UCB|UCI|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,14,1,2,55,4,4,4,2,,5,6015
9:194,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,194,3,UCR|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,2,40,4,4,4,2,12,12,1247
9:196,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,196,3,UCB|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,13,3,3,62,5,5,5,2.5,,7,6038
9:224,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,224,3,UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,9,8,1,2,36,4,4,4,2,9,9,218
9:262,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,262,3,UCR|UCB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,13,12,1,2,46,4,4,4,2,,14,6023
9:290,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,290,3,UCR|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,12,0,2,46,4,4,4,2,,10,6014
9:292,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,292,3,UCB|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,49,4,4,4,2,,9,6014
9:322,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,322,3,UCR|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,2,40,4,4,4,2,,14,5739
9:324,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,324,3,UCB|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,12,0,2,43,4,4,4,2,,14,6012
9:352,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,352,3,UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,13,13,0,2,46,4,4,4,2,,8,6012
9:386,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,386,3,UCR|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,13,12,1,2,48,4,4,4,2,,12,6021
9:388,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,388,3,UCB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,13,2,2,54,4,4,4,2,,11,6020
9:416,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,416,3,UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,52,4,4,4,2,,7,6011
9:448,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,448,3,UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,13,12,1,2,48,4,4,4,2,,11,6010
9:102,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,102,4,UCR|UCB|UCI|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,49,4,4,4,2,,14,6010
9:166,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,166,4,UCR|UCB|UCI|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,14,1,2,55,4,4,4,2,,13,6012
9:198,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,198,4,UCR|UCB|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,51,4,4,4,2,,17,6012
9:226,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,226,4,UCR|UCI|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,2,40,4,4,4,2,16,16,963
9:228,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,228,4,UCB|UCI|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,18,15,3,3,68,5,5,5,2.5,,9,6022
9:294,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,294,4,UCR|UCB|UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,50,4,4,4,2,,17,6011
9:326,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,326,4,UCR|UCB|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,12,0,2,43,4,4,4,2,,22,6013
9:354,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,354,4,UCR|UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,13,13,0,2,46,4,4,4,2,,16,6017
9:356,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,356,4,UCB|UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,49,4,4,4,2,,16,6021
9:390,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,390,4,UCR|UCB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,13,2,2,54,4,4,4,2,,19,6025
9:418,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,418,4,UCR|UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,52,4,4,4,2,,15,6014
9:420,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,420,4,UCB|UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,15,1,2,58,4,4,4,2,,14,6015
9:450,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,450,4,UCR|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,13,12,1,2,48,4,4,4,2,,19,6010
9:452,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,452,4,UCB|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,51,4,4,4,2,,19,6012
9:480,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,480,4,UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,52,4,4,4,2,,14,6012
9:230,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,230,5,UCR|UCB|UCI|UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,15,1,2,57,4,4,4,2,,19,6027
9:358,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,358,5,UCR|UCB|UCI|UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,49,4,4,4,2,,24,6024
9:422,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,422,5,UCR|UCB|UCI|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,15,1,2,58,4,4,4,2,,22,6029
9:454,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,454,5,UCR|UCB|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,51,4,4,4,2,,27,6033
9:482,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,482,5,UCR|UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,52,4,4,4,2,,22,6066
9:484,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,484,5,UCB|UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,15,0,2,55,4,4,4,2,,22,6043
9:486,9,Coast Community College District,Southern,semester,6,UCR|UCB|UCI|UCSB|UCSC|UCM,486,6,UCR|UCB|UCI|UCSB|UCSC|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,15,0,2,55,4,4,4,2,,30,6067
10:32,10,Compton Community College District,Southern,semester,2,UCI|UCM,32,1,UCI,optimal,optimal,complete,optimal,optimal,exact,exact,5,5,0,1,24,2,2,2,1,0,0,3
10:256,10,Compton Community College District,Southern,semester,2,UCI|UCM,256,1,UCM,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,46,4,4,4,2,0,0,190
10:288,10,Compton Community College District,Southern,semester,2,UCI|UCM,288,2,UCI|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,51,4,4,4,2,4,4,11
11:2,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,2,1,UCR,optimal,optimal,complete,optimal,optimal,exact,exact,6,6,0,2,24,3,3,3,1.5,0,0,1719
11:4,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,4,1,UCB,bounded,bounded,complete,optimal,optimal,bounded,bounded,10,10,0,2,36,5,5,5,2.5,,0,6059
11:8,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,8,1,UCD,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,1,37,4,4,4,2,0,0,1203
11:32,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,32,1,UCI,optimal,optimal,complete,optimal,optimal,exact,exact,5,5,0,2,18,2,2,2,1,0,0,33
11:64,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,64,1,UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,8,7,1,1,28,5,5,5,2.5,0,0,186
11:128,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,128,1,UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,7,5,2,3,25,2,2,2,1,0,0,64
11:256,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,256,1,UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,11,11,0,2,38,5,5,5,2.5,,0,6019
11:6,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,6,2,UCR|UCB,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,12,2,3,51,5,5,5,2.5,,2,6023
11:10,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,10,2,UCR|UCD,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,41,4,4,4,2,5,5,2522
11:12,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,12,2,UCB|UCD,bounded,bounded,complete,optimal,optimal,bounded,bounded,20,15,5,3,76,6,6,6,3,,-1,6049
11:34,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,34,2,UCR|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,8,8,0,2,34,3,3,3,1.5,3,3,2624
11:36,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,36,2,UCB|UCI,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,53,5,5,5,2.5,,1,6032
11:40,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,40,2,UCD|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,41,4,4,4,2,4,4,599
11:66,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,66,2,UCR|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,1,32,5,5,5,2.5,5,5,1119
11:68,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,68,2,UCB|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,49,5,5,5,2.5,,4,6029
11:72,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,72,2,UCD|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,11,10,1,2,43,5,5,5,2.5,6,6,1244
11:96,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,96,2,UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,10,9,1,2,34,5,5,5,2.5,3,3,464
11:130,11,Contra Costa Community College District,Bay Area,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,130,2,UCR|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,8,7,1,3,29,3,3,3,1.5,5,5,163
