scenario_id,district_index,district,region,unit_system,reachable_count,reachable_codes,portfolio_mask,portfolio_size,portfolio_codes,status,course_status,prerequisite_status,schedule_status,role_attribution_status,course_result_quality,schedule_result_quality,distinct_courses,major_course_count,prerequisite_course_count,colleges_used,semester_equiv_units,min_terms,lower_bound_terms,upper_bound_terms,academic_years,exact_only_overlap_savings_courses,bounded_sensitivity_overlap_savings_courses,computation_elapsed_ms
56:68,56,Sequoias Community College District,Central,semester,3,UCR|UCB|UCSB,68,2,UCB|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,52,5,5,5,2.5,5,5,12
56:70,56,Sequoias Community College District,Central,semester,3,UCR|UCB|UCSB,70,3,UCR|UCB|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,52,5,5,5,2.5,12,12,7
57:2,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,2,1,UCR,optimal,optimal,complete,optimal,optimal,exact,exact,7,7,0,1,27,3,3,3,1.5,0,0,9
57:4,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,4,1,UCB,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,39,5,5,5,2.5,0,0,96
57:64,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,64,1,UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,8,7,1,1,29,5,5,5,2.5,0,0,8
57:256,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,256,1,UCM,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,41,5,5,5,2.5,0,0,15
57:6,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,6,2,UCR|UCB,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,45,5,5,5,2.5,5,5,20
57:66,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,66,2,UCR|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,37,5,5,5,2.5,5,5,4
57:68,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,68,2,UCB|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,48,5,5,5,2.5,5,5,19
57:258,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,258,2,UCR|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,41,5,5,5,2.5,7,7,9
57:260,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,260,2,UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,45,5,5,5,2.5,9,9,27
57:320,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,320,2,UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,44,5,5,5,2.5,7,7,5
57:70,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,70,3,UCR|UCB|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,48,5,5,5,2.5,12,12,7
57:262,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,262,3,UCR|UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,45,5,5,5,2.5,16,16,16
57:322,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,322,3,UCR|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,44,5,5,5,2.5,14,14,8
57:324,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,324,3,UCB|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,48,5,5,5,2.5,16,16,11
57:326,57,Shasta-Tehama-Trinity Joint Community College District,Northern,semester,4,UCR|UCB|UCSB|UCM,326,4,UCR|UCB|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,48,5,5,5,2.5,23,23,15
58:2,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,2,1,UCR,optimal,optimal,complete,optimal,optimal,exact,exact,8,7,1,1,27,4,4,4,2,0,0,55
58:4,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,4,1,UCB,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,38,4,4,4,2,0,0,46
58:64,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,64,1,UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,8,6,2,1,30,4,4,4,2,0,0,2
58:128,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,128,1,UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,7,5,2,1,24,3,3,3,1.5,0,0,2
58:256,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,256,1,UCM,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,38,4,4,4,2,0,0,25
58:6,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,6,2,UCR|UCB,optimal,optimal,complete,optimal,optimal,exact,exact,14,13,1,1,44,4,4,4,2,6,6,1773
58:66,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,66,2,UCR|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,1,34,4,4,4,2,7,7,4
58:68,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,68,2,UCB|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,16,15,1,1,50,4,4,4,2,4,4,49
58:130,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,130,2,UCR|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,8,7,1,1,28,3,3,3,1.5,7,7,4
58:132,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,132,2,UCB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,17,15,2,1,54,4,4,4,2,2,2,42
58:192,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,192,2,UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,9,7,2,1,34,4,4,4,2,6,6,2
58:258,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,258,2,UCR|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,41,4,4,4,2,7,7,45
58:260,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,260,2,UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,44,4,4,4,2,8,8,64
58:320,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,320,2,UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,11,1,1,44,4,4,4,2,6,6,7
58:384,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,384,2,UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,12,1,1,48,4,4,4,2,4,4,18
58:70,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,70,3,UCR|UCB|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,16,16,0,1,50,4,4,4,2,12,12,125
58:134,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,134,3,UCR|UCB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,17,16,1,1,54,4,4,4,2,10,10,98
58:194,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,194,3,UCR|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,9,1,1,38,4,4,4,2,13,13,3
58:196,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,196,3,UCB|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,17,16,1,1,54,4,4,4,2,10,10,24
58:262,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,262,3,UCR|UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,44,4,4,4,2,16,16,98
58:322,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,322,3,UCR|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,44,4,4,4,2,14,14,8
58:324,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,324,3,UCB|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,16,15,1,1,50,4,4,4,2,14,14,41
58:386,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,386,3,UCR|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,48,4,4,4,2,12,12,14
58:388,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,388,3,UCB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,17,16,1,1,54,4,4,4,2,12,12,54
58:448,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,448,3,UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,12,1,1,48,4,4,4,2,12,12,6
58:198,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,198,4,UCR|UCB|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,17,17,0,1,54,4,4,4,2,18,18,30
58:326,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,326,4,UCR|UCB|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,16,16,0,1,50,4,4,4,2,22,22,38
58:390,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,390,4,UCR|UCB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,17,17,0,1,54,4,4,4,2,20,20,34
58:450,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,450,4,UCR|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,48,4,4,4,2,20,20,5
58:452,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,452,4,UCB|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,17,16,1,1,54,4,4,4,2,20,20,18
58:454,58,Sierra Joint Community College District,North Central,semester,5,UCR|UCB|UCSB|UCSC|UCM,454,5,UCR|UCB|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,17,17,0,1,54,4,4,4,2,28,28,16
59:2,59,Siskiyou Joint Community College District,Northern,semester,3,UCR|UCB|UCM,2,1,UCR,optimal,optimal,complete,optimal,optimal,exact,exact,8,8,0,1,29,3,3,3,1.5,0,0,5
59:4,59,Siskiyou Joint Community College District,Northern,semester,3,UCR|UCB|UCM,4,1,UCB,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,42,5,5,5,2.5,0,0,41
59:256,59,Siskiyou Joint Community College District,Northern,semester,3,UCR|UCB|UCM,256,1,UCM,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,39,5,5,5,2.5,0,0,6
59:6,59,Siskiyou Joint Community College District,Northern,semester,3,UCR|UCB|UCM,6,2,UCR|UCB,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,48,5,5,5,2.5,6,6,25
59:258,59,Siskiyou Joint Community College District,Northern,semester,3,UCR|UCB|UCM,258,2,UCR|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,42,5,5,5,2.5,7,7,8
59:260,59,Siskiyou Joint Community College District,Northern,semester,3,UCR|UCB|UCM,260,2,UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,48,5,5,5,2.5,9,9,14
59:262,59,Siskiyou Joint Community College District,Northern,semester,3,UCR|UCB|UCM,262,3,UCR|UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,48,5,5,5,2.5,17,17,17
60:4,60,Solano Community College District,Bay Area,semester,3,UCB|UCSC|UCM,4,1,UCB,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,42,5,5,5,2.5,0,0,49
60:128,60,Solano Community College District,Bay Area,semester,3,UCB|UCSC|UCM,128,1,UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,6,5,1,1,20,2,2,2,1,0,0,1
60:256,60,Solano Community College District,Bay Area,semester,3,UCB|UCSC|UCM,256,1,UCM,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,42,5,5,5,2.5,0,0,11
60:132,60,Solano Community College District,Bay Area,semester,3,UCB|UCSC|UCM,132,2,UCB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,14,13,1,1,54,5,5,5,2.5,2,2,110
60:260,60,Solano Community College District,Bay Area,semester,3,UCB|UCSC|UCM,260,2,UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,48,5,5,5,2.5,9,9,25
60:384,60,Solano Community College District,Bay Area,semester,3,UCB|UCSC|UCM,384,2,UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,48,5,5,5,2.5,4,4,7
60:388,60,Solano Community College District,Bay Area,semester,3,UCB|UCSC|UCM,388,3,UCB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,54,5,5,5,2.5,13,13,13
61:2,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,2,1,UCR,optimal,optimal,complete,optimal,optimal,exact,exact,7,7,0,1,31,4,4,4,2,0,0,8
61:4,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,4,1,UCB,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,45,5,5,5,2.5,0,0,60
61:64,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,64,1,UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,8,7,1,1,34,5,5,5,2.5,0,0,2
61:128,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,128,1,UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,6,5,1,1,25,3,3,3,1.5,0,0,2
61:256,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,256,1,UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,50,5,5,5,2.5,0,0,18
61:6,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,6,2,UCR|UCB,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,52,5,5,5,2.5,5,5,154
61:66,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,66,2,UCR|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,43,5,5,5,2.5,5,5,3
61:68,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,68,2,UCB|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,57,5,5,5,2.5,5,5,13
61:130,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,130,2,UCR|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,7,7,0,1,31,3,3,3,1.5,6,6,2
61:132,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,132,2,UCB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,14,1,1,60,5,5,5,2.5,2,2,89
61:192,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,192,2,UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,9,8,1,1,38,5,5,5,2.5,5,5,2
61:258,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,258,2,UCR|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,12,12,0,1,50,5,5,5,2.5,7,7,33
61:260,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,260,2,UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,53,5,5,5,2.5,10,10,41
61:320,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,320,2,UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,58,5,5,5,2.5,6,6,4
61:384,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,384,2,UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,58,5,5,5,2.5,4,4,9
61:70,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,70,3,UCR|UCB|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,60,5,5,5,2.5,11,11,48
61:134,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,134,3,UCR|UCB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,60,5,5,5,2.5,9,9,64
61:194,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,194,3,UCR|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,46,5,5,5,2.5,10,10,3
61:196,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,196,3,UCB|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,61,5,5,5,2.5,10,10,14
61:262,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,262,3,UCR|UCB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,13,13,0,1,53,5,5,5,2.5,17,17,74
61:322,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,322,3,UCR|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,58,5,5,5,2.5,13,13,5
61:324,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,324,3,UCB|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,61,5,5,5,2.5,16,16,8
61:386,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,386,3,UCR|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,14,14,0,1,58,5,5,5,2.5,11,11,12
61:388,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,388,3,UCB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,61,5,5,5,2.5,14,14,20
61:448,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,448,3,UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,11,11,4
61:198,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,198,4,UCR|UCB|UCSB|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,16,16,0,1,64,5,5,5,2.5,16,16,34
61:326,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,326,4,UCR|UCB|UCSB|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,61,5,5,5,2.5,23,23,9
61:390,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,390,4,UCR|UCB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,61,5,5,5,2.5,21,21,24
61:450,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,450,4,UCR|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,15,15,0,1,62,5,5,5,2.5,18,18,5
61:452,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,452,4,UCB|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,16,16,0,1,65,5,5,5,2.5,21,21,8
61:454,61,Sonoma County Junior College District,Bay Area,semester,5,UCR|UCB|UCSB|UCSC|UCM,454,5,UCR|UCB|UCSB|UCSC|UCM,optimal,optimal,complete,optimal,optimal,exact,exact,16,16,0,1,65,5,5,5,2.5,28,28,10
62:2,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,2,1,UCR,optimal,optimal,complete,optimal,optimal,exact,exact,8,8,0,1,30,3,3,3,1.5,0,0,5132
62:4,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,4,1,UCB,bounded,bounded,complete,optimal,optimal,bounded,bounded,10,10,0,2,42,5,5,5,2.5,,0,6016
62:8,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,8,1,UCD,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,2,34,4,4,4,2,0,0,301
62:32,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,32,1,UCI,optimal,optimal,complete,optimal,optimal,exact,exact,5,5,0,1,20.5,3,3,3,1.5,0,0,5
62:64,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,64,1,UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,8,7,1,2,32,5,5,5,2.5,0,0,584
62:128,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,128,1,UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,7,6,1,2,26,3,3,3,1.5,0,0,371
62:256,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,256,1,UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,12,11,1,2,47,5,5,5,2.5,,0,6045
62:6,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,6,2,UCR|UCB,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,12,2,2,54,5,5,5,2.5,,4,6032
62:10,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,10,2,UCR|UCD,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,2,39,4,4,4,2,7,7,1485
62:12,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,12,2,UCB|UCD,bounded,bounded,complete,optimal,optimal,bounded,bounded,16,15,1,2,64,5,5,5,2.5,,3,6012
62:34,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,34,2,UCR|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,2,35.5,3,3,3,1.5,4,4,621
62:36,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,36,2,UCB|UCI,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,57.5,5,5,5,2.5,,1,6013
62:40,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,40,2,UCD|UCI,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,1,39.5,4,4,4,2,4,4,22
62:66,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,66,2,UCR|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,11,11,0,1,42,5,5,5,2.5,5,5,5432
62:68,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,68,2,UCB|UCSB,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,13,1,2,54,5,5,5,2.5,,4,6010
62:72,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,72,2,UCD|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,2,38,5,5,5,2.5,7,7,301
62:96,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,96,2,UCI|UCSB,optimal,optimal,complete,optimal,optimal,exact,exact,10,9,1,1,40,5,5,5,2.5,3,3,82
62:130,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,130,2,UCR|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,9,9,0,2,33,3,3,3,1.5,6,6,1940
62:132,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,132,2,UCB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,17,14,3,2,65.5,5,5,5,2.5,,0,6016
62:136,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,136,2,UCD|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,10,10,0,2,38,4,4,4,2,6,6,173
62:160,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,160,2,UCI|UCSC,optimal,optimal,complete,optimal,optimal,exact,exact,8,8,0,2,30,3,3,3,1.5,4,4,21
62:192,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,192,2,UCSB|UCSC,bounded,bounded,complete,optimal,optimal,bounded,bounded,11,10,1,2,41,5,5,5,2.5,,4,6011
62:258,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,258,2,UCR|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,13,12,1,2,50,5,5,5,2.5,,7,6052
62:260,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,260,2,UCB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,13,12,1,2,51,5,5,5,2.5,,9,6019
62:264,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,264,2,UCD|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,14,14,0,2,55,5,5,5,2.5,,7,6012
62:288,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,288,2,UCI|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,15,13,2,2,57.5,5,5,5,2.5,,2,6009
62:320,62,South Orange County Community College District,Southern,semester,7,UCR|UCB|UCD|UCI|UCSB|UCSC|UCM,320,2,UCSB|UCM,bounded,bounded,complete,optimal,optimal,bounded,bounded,13,12,1,2,50,5,5,5,2.5,,7,6008
